,NQ1 Index,,,,NKY Index,,,,XIN9I Index,,,,HSI Index,,,,DAX Index,,,,UKX Index,,,,MXIN Index,,,,SPX Index,,,,USYC2Y10 Index,,,,USYC1030 Index,,,,XAU Curncy,,,,CLZ3 Comdty,,,,DXY Curncy,,,
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
10/10/2018,7405,7423,7010,7043,23538.92,23589.38,23373.54,23506.04,11320.23,11420.56,11210.83,11298.99,26281.28,26499.84,26193.07,26193.07,11976.7,11978.8,11712.27,11712.5,7237.59,7242.31,7145.74,7145.74,1203.74,1221.97,1202.45,1219.67,2873.9,2874.02,2784.86,2785.68,31.864,34.922,31.476,31.671,15.901,18.759,15.547,18.28,1188.19,1191.42,1185.44,1190.14,#N/A N/A,#N/A N/A,#N/A N/A,58.69,95.588,95.79,95.375,95.508
11/10/2018,7021,7147,6919,7042,23043.37,23051.19,22459.02,22590.86,11298.99,11298.99,10771.59,10853.7,25392.9,25437.85,25125.22,25266.37,11558.98,11700.5,11518.56,11539.35,7145.74,7145.74,6998.02,7006.93,1200.9,1206.17,1178.84,1192.14,2776.87,2795.14,2710.51,2728.37,32.099,32.869,28.519,29.73,18.469,19.078,16.493,17.167,1190.14,1220.81,1189.27,1219.8,#N/A N/A,#N/A N/A,#N/A N/A,57.4,95.421,95.433,94.986,95.017
12/10/2018,7054,7209,7046,7183,22323.43,22711.13,22323.43,22694.66,10853.7,11158.86,10853.7,11121.25,25401.41,25835.76,25286.86,25801.49,11691.47,11693.84,11514.55,11523.81,7006.93,7073.99,6994.78,6995.91,1196.4,1220.68,1196.4,1218.3,2770.54,2775.77,2729.44,2767.13,29.918,30.856,29.296,30.432,16.963,17.969,16.677,17.146,1219.8,1226.42,1215.04,1217.05,#N/A N/A,#N/A N/A,#N/A N/A,56.97,95.033,95.371,94.954,95.221
15/10/2018,7187,7191,7074,7089,22501.33,22520.59,22261.92,22271.3,11121.25,11148.07,10962.9,10989.82,25683.59,25683.59,25399.54,25445.06,11523.81,11625.02,11459.08,11614.16,6995.91,7038.23,6961.28,7029.22,1224.87,1225.03,1210.37,1223.38,2763.83,2775.99,2749.03,2750.79,29.866,30.634,28.729,29.653,16.933,18.097,16.705,17.881,1217.21,1233.33,1217.19,1227.05,#N/A N/A,#N/A N/A,#N/A N/A,56.06,95.349,95.371,94.955,95.059
16/10/2018,7082,7369,7078,7367,22298.2,22549.24,22269.53,22549.24,10989.82,11201.05,10970.92,11013.23,25586.16,25712.13,25266.54,25462.26,11637.62,11790.15,11606.97,11776.55,7029.22,7062.08,6998.93,7059.4,1228.95,1235.96,1226.65,1235.01,2767.05,2813.46,2766.91,2809.92,29.446,30.738,28.459,29.366,17.621,18.134,16.703,16.861,1227.05,1232.47,1225.03,1228.43,#N/A N/A,#N/A N/A,#N/A N/A,56.13,95.045,95.202,94.787,95.048
17/10/2018,7353,7381,7236,7327,22806.59,22959.41,22765.58,22841.12,11013.23,11173.27,10878.87,11081.47,25586.16,25712.13,25266.54,25462.26,11811.47,11847.79,11669.96,11715.03,7059.4,7089.03,7019.41,7054.6,1247.73,1250.14,1215.25,1216.55,2811.67,2816.94,2781.81,2809.21,29.555,31.445,27.66,31.445,16.846,17.571,16.395,16.526,1228.43,1229.57,1220.67,1224.61,#N/A N/A,#N/A N/A,#N/A N/A,55.64,95.091,95.663,95.058,95.575
18/10/2018,7320,7321,7109,7151,22871.28,22873.13,22637.29,22658.16,11081.47,11081.47,10815.33,10819.68,25674.66,25674.66,25261.72,25454.55,11695.19,11791.22,11586.32,11589.21,7054.6,7078.76,7026.74,7026.99,1247.73,1250.14,1215.25,1216.55,2802,2806.04,2755.18,2768.78,31.03,31.589,28.67,29.823,16.351,18.778,16.132,18.298,1224.61,1230.16,1218.78,1227.86,#N/A N/A,#N/A N/A,#N/A N/A,55.48,95.666,95.994,95.486,95.9
19/10/2018,7167,7257,7107,7120,22342,22551.67,22212.57,22532.08,10819.68,11207.73,10738.52,11185.56,25172.03,25743.45,25090.3,25561.4,11578.85,11617.28,11498.69,11553.83,7026.99,7070.38,7012.56,7049.8,1202.71,1205.18,1187.42,1193.16,2775.66,2797.77,2760.27,2767.78,29.653,31.066,27.801,28.408,18.327,19.027,17.553,18.269,1227.86,1230.86,1223.22,1226.49,#N/A N/A,#N/A N/A,#N/A N/A,55.88,95.944,96.091,95.544,95.713
22/10/2018,7106,7223,7073,7170,22374.21,22672.25,22271.59,22614.82,11185.56,11716.6,11185.56,11595.03,25668.33,26234.86,25668.33,26153.15,11665.68,11677.45,11497.09,11524.34,7049.8,7114.12,7042.05,7042.8,1202.99,1202.99,1182.45,1185.03,2773.94,2778.94,2749.22,2755.88,28.238,29.306,27.299,28.547,18.02,19.039,17.592,18.836,1226.63,1229.67,1220.16,1222.29,#N/A N/A,#N/A N/A,#N/A N/A,57.16,95.657,96.092,95.469,96.013
23/10/2018,7172,7178,6960,7155,22404.14,22410.15,21993.07,22010.78,11595.03,11600.92,11179.42,11239.46,26015.49,26015.49,25315.76,25346.55,11367.57,11394.21,11228.5,11274.28,7042.8,7042.8,6928.65,6955.21,1175.17,1182.63,1166.35,1171.12,2721.03,2753.59,2691.43,2740.69,27.978,29.232,25.327,28.435,19.141,20.745,18.655,19.845,1222.29,1239.84,1221.58,1231.11,#N/A N/A,#N/A N/A,#N/A N/A,56.63,96.029,96.158,95.807,95.961
24/10/2018,7150,7192,6801,6851,22167.76,22207.09,21911.42,22091.18,11239.46,11528.64,11214.58,11298.93,25401.17,25653.36,25194.29,25249.78,11298.65,11391.94,11166.84,11191.63,6955.21,7049.83,6955.21,6962.98,1186.2,1187.93,1169.42,1181.33,2737.87,2742.59,2651.89,2656.1,28.624,28.624,25.541,26.895,19.568,22.947,19.481,22.512,1231.11,1234.06,1225.73,1227.84,#N/A N/A,#N/A N/A,#N/A N/A,56.62,95.914,96.531,95.909,96.434
25/10/2018,6881,7089,6833,6942,21676.83,21703.21,21204.4,21268.73,11298.93,11346.07,11027.36,11337.34,24766.72,24994.46,24653.79,24994.46,11098.68,11324.92,11078.37,11307.12,6962.98,7004.1,6885.99,7004.1,1171.02,1174.06,1163.03,1168.65,2674.88,2722.7,2667.84,2705.57,27.111,28.243,26.007,26.6,22.613,22.816,20.433,22.492,1227.84,1239.24,1227.45,1230.16,#N/A N/A,#N/A N/A,#N/A N/A,56.66,96.361,96.732,96.206,96.679
26/10/2018,6895,7000,6751,6908,21440.84,21476.66,20971.93,21184.6,11337.34,11411.89,11168.51,11276.26,25031.49,25062.2,24589.04,24717.63,11180.96,11205.83,11051.04,11200.62,7004.1,7004.16,6851.59,6939.56,1168.12,1170.35,1153.65,1159.96,2667.86,2692.38,2628.16,2658.69,26.684,28.297,26.146,26.522,22.06,24.359,21.914,23.243,1230.17,1243.48,1228.19,1233.53,#N/A N/A,#N/A N/A,#N/A N/A,57.47,96.584,96.86,96.286,96.359
29/10/2018,6913,7008,6600,6752,21323.61,21465.99,21109.97,21149.8,11276.26,11284.27,10786.27,10836.34,24955.79,24955.79,24594.74,24812.04,11270.67,11444.86,11218.92,11335.48,6939.56,7085.88,6939.56,7026.32,1164.99,1192.68,1159.46,1190.4,2682.65,2706.85,2603.54,2641.25,26.493,28.052,25.633,26.455,23.37,24.91,22.55,24.375,1234.1,1235.45,1224.4,1226.64,#N/A N/A,#N/A N/A,#N/A N/A,57.84,96.441,96.704,96.348,96.579
30/10/2018,6731,6862,6678,6831,21049.52,21568.4,21035.88,21457.29,10836.34,11075.51,10759.82,10925.78,24765.12,24939.18,24540.63,24585.53,11391.78,11394.37,11212.58,11287.39,7026.32,7060.06,6983.68,7035.85,1189.4,1196.11,1185.01,1187.78,2640.68,2685.43,2635.34,2682.63,26.658,27.626,25.393,26.79,24.289,25.242,23.561,23.913,1226.63,1230.71,1219.96,1222.85,#N/A N/A,#N/A N/A,#N/A N/A,56.83,96.658,97.02,96.621,97.011
31/10/2018,6873,7056,6834,6992,21569.56,21920.46,21530.39,21920.46,10925.78,11125.42,10912.99,11086.38,24752.83,24979.69,24700.11,24979.69,11417.09,11499.38,11391.64,11447.51,7035.85,7161.54,7035.85,7128.1,1190.88,1216.85,1180.17,1215.44,2705.6,2736.69,2705.6,2711.74,26.385,28.178,26.17,27.259,24,24.765,22.429,24.462,1222.85,1225.13,1212.03,1213.34,#N/A N/A,#N/A N/A,#N/A N/A,56.45,96.983,97.2,96.875,97.127
1/11/2018,6980,7097,6954,7095,21906.41,21906.41,21628.45,21687.65,11086.38,11311.81,11086.38,11155.27,25228.75,25535.12,25190.9,25416,11419.61,11575.43,11416.36,11468.54,7128.1,7165.61,7085.74,7114.66,1221.45,1221.45,1209.77,1214.18,2717.58,2741.67,2708.85,2740.37,28.205,29.92,27.637,28.38,24.573,25.479,23.679,24.375,1213.34,1237.44,1213.27,1234.25,#N/A N/A,#N/A N/A,#N/A N/A,55.15,97.081,97.115,96.198,96.277
2/11/2018,7007,7161,6929,6997,21761.58,22308.42,21751.33,22243.66,11155.27,11558.7,11155.27,11542.51,25980.44,26486.35,25909.71,26486.35,11636.37,11689.96,11518.87,11518.99,7114.66,7196.39,7094.12,7094.12,1223.13,1239.92,1223.13,1233.65,2745.45,2756.55,2700.44,2723.06,28.324,30.822,27.591,30.467,24.146,24.598,21.953,23.995,1234.25,1236.52,1229.82,1232.89,#N/A N/A,#N/A N/A,#N/A N/A,55.6,96.307,96.594,95.989,96.542
5/11/2018,6984,7016,6884,6968,22002.47,22051.65,21865.98,21898.99,11542.51,11542.51,11302.16,11396.01,26050.34,26146.81,25747.52,25934.39,11522.33,11555.97,11479.19,11494.96,7094.12,7140.37,7077.4,7103.84,1233.77,1235.15,1225.73,1232.19,2726.37,2744.27,2717.94,2738.31,30.303,30.901,27.971,28.922,24.019,24.81,22.458,22.547,1233.25,1235.19,1226.95,1230.15,#N/A N/A,#N/A N/A,#N/A N/A,56.12,96.441,96.677,96.249,96.279
6/11/2018,6969,7051,6930,7035,22018.87,22160.83,21994.28,22147.75,11396.01,11396.01,11221.62,11320.56,26062.24,26159.83,25826.69,26120.96,11518.17,11528.52,11436.53,11484.34,7103.84,7117.5,7027.45,7040.68,1235.06,1240.5,1226.29,1232.31,2738.4,2756.82,2737.08,2755.45,29.085,29.552,27.863,29.552,22.675,23.214,21.017,21.385,1230.15,1235.96,1225.27,1226.11,#N/A N/A,#N/A N/A,#N/A N/A,56.83,96.325,96.446,96.145,96.317
7/11/2018,7022,7244,6994,7238,22189.74,22444.65,21996.94,22085.8,11320.56,11433.89,11238.69,11253.2,26125.09,26530.87,25920.72,26147.69,11542.09,11634.81,11532.34,11579.1,7040.68,7136.75,7040.68,7117.28,1241.62,1241.69,1238.84,1240.25,2774.13,2815.15,2774.13,2813.89,28.844,29.635,24.533,27.47,21.652,22.05,19.244,20.423,1226.11,1236.46,1223.1,1228.62,#N/A N/A,#N/A N/A,#N/A N/A,59.71,95.96,96.464,95.678,95.997
8/11/2018,7236,7250,7155,7187,22446.01,22583.43,22421,22486.92,11253.2,11388.67,11251.32,11277.67,26491.27,26491.27,26141.25,26227.72,11629,11648.79,11503.36,11527.32,7117.28,7171.69,7115.01,7140.68,1241.62,1241.69,1238.84,1240.25,2806.38,2814.75,2794.99,2806.83,27.1,27.51,25.509,26.825,20.526,20.807,19.146,19.45,1228.62,1228.68,1220.23,1223.27,#N/A N/A,#N/A N/A,#N/A N/A,59.39,96.19,96.738,96.068,96.724
9/11/2018,7171,7184,7011,7052,22471.31,22494.58,22226.01,22250.25,11277.67,11277.67,11014.91,11020.7,25925.09,25925.09,25475.32,25601.92,11489.19,11549.06,11418.35,11529.16,7140.68,7140.68,7070.8,7105.34,1242.83,1244.45,1233.84,1240.24,2794.1,2794.1,2764.24,2781.01,26.085,26.913,24.546,25.371,19.432,20.874,18.829,20.039,1223.27,1226.92,1206.83,1209.65,#N/A N/A,#N/A N/A,#N/A N/A,59.18,96.643,97.011,96.623,96.905
12/11/2018,7049,7124,6848,6856,22121.7,22324.01,22046.29,22269.88,11020.7,11085.38,10944.96,11074.73,25576.28,25765.96,25505.33,25633.18,11591.59,11598.51,11310.72,11325.44,7105.34,7186.31,7053.08,7053.08,1242.91,1247.11,1225.38,1227.46,2773.93,2775.99,2722,2726.22,25.371,25.371,25.371,25.371,20.039,20.039,20.039,20.039,1209.38,1211.54,1202.4,1203.32,#N/A N/A,#N/A N/A,#N/A N/A,59.05,97.053,97.693,96.965,97.542
13/11/2018,6871,6982,6824,6874,21885.24,21892.29,21484.65,21810.52,11074.73,11221.27,10922.57,11169.84,25092.3,25792.87,25092.3,25792.87,11374.11,11495.69,11349.94,11472.22,7053.08,7103.97,7016.64,7053.76,1224.15,1240.16,1223,1238.77,2730.05,2754.6,2714.98,2722.18,25.566,26.947,24.396,24.442,23.35,23.35,19.544,21.772,1203.33,1205.27,1196.34,1201.95,#N/A N/A,#N/A N/A,#N/A N/A,57.53,97.596,97.661,96.935,97.303
14/11/2018,6888,6946,6768,6789,21851.13,21990.41,21764.88,21846.48,11169.84,11172.34,11002.02,11021.54,25874.36,25874.36,25489.86,25654.43,11394.75,11566.79,11314.6,11412.53,7053.76,7113.59,6979.68,7033.79,1243.88,1245.89,1231.84,1236.51,2737.9,2746.8,2685.75,2701.58,24.419,26.323,23.8,25.454,21.589,24.181,20.92,23.985,1201.95,1208.53,1197.78,1208.46,#N/A N/A,#N/A N/A,#N/A N/A,57.96,97.028,97.406,96.747,96.803
15/11/2018,6802,6940,6734,6937,21670.35,21818.73,21613.53,21803.62,11021.54,11135.41,11003.38,11135.18,25862.18,26127.14,25611.72,26103.34,11447.84,11500.66,11254.92,11353.67,7033.79,7081.88,6979.57,7038.01,1236.04,1242.09,1232.39,1239.1,2693.52,2735.38,2670.75,2730.2,25.318,25.941,24.328,25.232,23.871,25.377,23.104,24.704,1208.47,1216.65,1207.12,1213.32,#N/A N/A,#N/A N/A,#N/A N/A,56.51,97.007,97.389,96.767,96.927
16/11/2018,6892,6934,6830,6917,21804.9,21873.74,21663.99,21680.34,11135.18,11251.58,11067.42,11157.5,26041.56,26197.31,25850.04,26183.53,11425.8,11448.56,11233.21,11341,7038.01,7092.44,6968.99,7013.88,1239.08,1248.36,1239.08,1246.74,2718.54,2746.75,2712.16,2736.27,24.867,27.796,23.681,25.888,24.821,27.398,24.078,25.166,1213.31,1225.38,1211.45,1223.36,#N/A N/A,#N/A N/A,#N/A N/A,56.21,97.055,97.055,96.397,96.465
19/11/2018,6894,6955,6654,6694,21679.03,21852.92,21665.29,21821.16,11157.5,11311.45,11157.5,11304.79,26278.87,26397.39,26146.39,26372,11384,11419.55,11231.59,11244.54,7013.88,7070.46,6997.83,7000.89,1252.72,1258.04,1247.21,1256.57,2730.74,2733.16,2681.09,2690.73,25.807,28.571,25.135,27.144,25.157,26.7,24.602,25.66,1221.91,1224.2,1218.09,1223.99,#N/A N/A,#N/A N/A,#N/A N/A,56.39,96.426,96.572,96.12,96.193
20/11/2018,6691,6692,6473,6554,21582.69,21687.12,21526.95,21583.12,11304.79,11304.79,11054.61,11082.2,26043.51,26132.29,25776.22,25840.34,11157.65,11187.16,11009.25,11066.41,7000.89,7010.1,6904.21,6947.92,1253.6,1253.79,1239.55,1240.92,2654.6,2669.44,2631.52,2641.89,26.961,27.118,24.685,25.7,25.678,26.034,24.637,25.005,1223.99,1228.84,1220.5,1222.07,#N/A N/A,#N/A N/A,#N/A N/A,53.16,96.197,96.891,96.042,96.836
21/11/2018,6546,6669,6534,6598,21286.81,21555.61,21243.38,21507.54,11082.2,11126.56,10971.05,11099.54,25496.85,25998.28,25494.51,25971.47,11138.25,11257.83,11113.34,11244.17,6947.92,7058.56,6947.92,7050.23,1243.26,1243.26,1229.68,1234.79,2657.74,2670.73,2649.82,2649.93,25.726,26.398,24.078,24.677,24.859,25.739,24.131,25.172,1222.07,1230.1,1219.81,1227.69,#N/A N/A,#N/A N/A,#N/A N/A,54.03,96.825,96.869,96.496,96.712
22/11/2018,6546,6669,6534,6598,21582.47,21684.64,21484.98,21646.55,11099.54,11128.38,10985.7,11044.41,26139.39,26139.39,25873.38,26019.41,11216.29,11221.77,11119.04,11138.49,7050.23,7050.43,6944.95,6960.32,1236.95,1240.07,1224.78,1226.16,2657.74,2670.73,2649.82,2649.93,24.677,24.677,24.677,24.677,25.172,25.172,25.172,25.172,1227.69,1229.16,1224.95,1227.4,#N/A N/A,#N/A N/A,#N/A N/A,54.03,96.715,96.718,96.318,96.712
23/11/2018,6611,6624,6519,6553,21582.47,21684.64,21484.98,21646.55,11044.41,11055.95,10867.09,10878.46,25950.07,25983.25,25807.26,25927.68,11146.55,11205.99,11093.52,11192.69,6960.32,6987.53,6912.3,6952.86,1236.95,1240.07,1224.78,1226.16,2633.36,2647.55,2631.09,2632.56,23.972,25.013,22.514,22.542,24.338,26.217,24.092,25.89,1227.4,1229.22,1220.42,1223.05,#N/A N/A,#N/A N/A,#N/A N/A,52.42,96.507,96.977,96.403,96.916
26/11/2018,6557,6719,6556,6697,21647.69,21838.1,21622.6,21812,10878.46,10991.41,10863.95,10902.17,26099.35,26413.76,26031.9,26376.18,11315.9,11390.93,11301.82,11354.72,6952.86,7050.96,6952.86,7036,1230.86,1236.64,1219.45,1235.5,2649.97,2674.35,2649.97,2673.45,22.332,23.743,21.728,21.911,25.161,25.907,24.358,25.598,1223.67,1228.11,1222.05,1222.54,#N/A N/A,#N/A N/A,#N/A N/A,52.92,96.93,97.099,96.659,97.074
27/11/2018,6662,6747,6639,6736,21967.98,22006.83,21816.05,21952.4,10902.17,10946.67,10818.71,10848.48,26345.37,26417.84,26158.97,26331.96,11380.79,11400.05,11264.65,11309.11,7036,7043.7,6983.98,7016.85,1235.55,1242.82,1232.15,1241.79,2663.75,2682.53,2655.89,2682.17,21.856,23.479,21.464,22.22,25.397,26.338,24.781,25.973,1222.54,1225.31,1212.03,1213.29,#N/A N/A,#N/A N/A,#N/A N/A,53.64,97.029,97.497,96.973,97.369
28/11/2018,6745,6946,6734,6942,22036.72,22216.98,22032.72,22177.02,10848.48,11005.4,10848.16,10989.38,26406.68,26705.3,26332.66,26682.56,11355.8,11358.8,11279.46,11298.88,7016.85,7057.03,6987.25,7004.52,1244.33,1250.31,1243.97,1247.12,2691.45,2744,2684.38,2743.79,22.423,25.437,21.671,24.83,26.155,28.908,25.244,28.511,1213.29,1226.75,1211.27,1221.31,#N/A N/A,#N/A N/A,#N/A N/A,53.81,97.371,97.538,96.687,96.786
29/11/2018,6933,6969,6869,6938,22360.98,22437.95,22241.17,22262.6,10989.38,11084.14,10885.08,10885.08,26904.21,26923.33,26399.81,26451.03,11377.21,11403.72,11275.7,11298.23,7004.52,7078.37,7004.52,7038.95,1255.96,1260.56,1252.41,1257.56,2736.97,2753.75,2722.94,2737.76,24.362,24.929,21.162,21.91,28.962,29.968,28.093,29.104,1221.3,1229.01,1220.22,1225.97,#N/A N/A,#N/A N/A,#N/A N/A,54.16,96.849,97.005,96.626,96.778
30/11/2018,6927,6991,6900,6974,22274.97,22362.2,22231.96,22351.06,10885.08,11013.18,10885.08,11001.01,26506.09,26683.25,26396.62,26506.75,11311.66,11315.3,11208.6,11257.24,7038.95,7042.07,6965.6,6980.24,1262.1,1268.27,1257.39,1262.87,2737.76,2760.88,2732.76,2760.17,21.566,21.971,19.07,19.938,29.504,30.299,28.945,30.036,1225.98,1226.24,1216.77,1220.52,#N/A N/A,#N/A N/A,#N/A N/A,52.64,96.76,97.311,96.712,97.272
3/12/2018,7041,7166,7038,7085,22629.39,22698.79,22550.29,22574.76,11001.01,11329.86,11001.01,11290.71,27185.66,27259.43,27006.83,27182.04,11534.75,11566.97,11457.61,11465.46,6980.24,7145.49,6980.24,7062.41,1269.34,1270.7,1260.16,1265.37,2790.5,2800.18,2773.38,2790.37,20.196,20.681,14.297,14.66,28.664,30.019,27.877,28.281,1221.7,1234.99,1221.52,1233.03,#N/A N/A,#N/A N/A,#N/A N/A,53.9,97.133,97.164,96.713,97.04
4/12/2018,7083,7083,6812,6829,22533.97,22576.62,22033.41,22036.05,11290.71,11296.08,11212.03,11288.61,27119.19,27260.44,26984.71,27260.44,11429.82,11442.19,11330.44,11335.32,7062.41,7095.01,7002.71,7022.76,1265.99,1267.76,1261.15,1265.13,2782.43,2785.93,2697.18,2700.06,14.841,15.203,9.236,11.684,27.777,28.559,23.908,25.732,1233.03,1241.97,1230.07,1240.1,#N/A N/A,#N/A N/A,#N/A N/A,54.13,96.947,97.128,96.379,96.965
5/12/2018,6823,6886,6821,6829,21755.17,21979.18,21708.82,21919.33,11288.61,11288.61,11142.81,11219.56,26745.69,26914.87,26745.69,26819.68,11204.32,11266.28,11177.15,11200.24,7022.76,7028.65,6921.84,6921.84,1259.02,1259.02,1250.14,1254.25,2782.43,2785.93,2697.18,2700.06,11.684,11.684,11.684,11.684,25.732,25.732,25.732,25.732,1240.09,1241.45,1233.44,1238.45,#N/A N/A,#N/A N/A,#N/A N/A,53.83,97.004,97.203,96.827,97.07
6/12/2018,6856,6879,6656,6849,21766.5,21805.02,21307.72,21501.62,11219.56,11219.56,10990.93,11001.7,26349.42,26381.12,26016.09,26156.38,11053.58,11063.44,10762.41,10810.98,6921.84,6921.84,6673.57,6704.05,1246.25,1246.56,1228.61,1230.33,2663.51,2696.15,2621.53,2695.95,11.684,14.432,9.644,13.343,25.732,28.072,24.85,26.51,1238.45,1244.37,1234.83,1239.67,#N/A N/A,#N/A N/A,#N/A N/A,53.23,97.016,97.205,96.551,96.81
7/12/2018,6858,6879,6619,6647,21643.75,21734.94,21506.45,21678.68,11001.7,11061.17,10974.94,10991.05,26249.81,26280.66,26055.78,26063.76,10876.34,10927.37,10788.09,10788.09,6704.05,6868.27,6704.05,6778.11,1235.18,1238.06,1227.6,1237.29,2691.26,2708.54,2623.14,2633.08,12.911,14.675,11.169,13.21,26.172,29.35,25.543,29.171,1239.67,1250.09,1236.69,1249.31,#N/A N/A,#N/A N/A,#N/A N/A,52.8,96.803,96.921,96.511,96.514
10/12/2018,6634,6737,6559,6722,21319.47,21365.78,21169.96,21219.5,10991.05,10991.05,10829.89,10869.08,25794.95,25845.34,25570.89,25752.38,10726.17,10757.73,10585.77,10622.07,6778.11,6815.84,6719.17,6721.54,1216.51,1220.95,1211.19,1213.67,2630.86,2647.51,2583.23,2637.72,12.877,14.441,12.033,12.801,28.87,29.327,26.569,26.822,1250.26,1251.09,1242.75,1243.44,#N/A N/A,#N/A N/A,#N/A N/A,51.59,96.715,97.24,96.364,97.219
11/12/2018,6717,6833,6675,6741,21273.04,21279.02,21062.31,21148.02,10869.08,10924.43,10862.45,10917.85,25623.4,25861.73,25623.4,25771.67,10711.4,10884.62,10684.62,10780.51,6721.54,6857.58,6721.54,6806.94,1199.14,1228.43,1197.69,1225.33,2664.44,2674.35,2621.3,2636.78,12.724,13.52,10.053,11.286,27.171,27.194,24.168,24.536,1243.45,1249.6,1241.68,1244.34,#N/A N/A,#N/A N/A,#N/A N/A,51.71,97.182,97.545,96.871,97.388
12/12/2018,6707,6897,6707,6794,21348.4,21631.47,21320.72,21602.75,10917.85,10997.01,10917.85,10972.64,26054.01,26238.73,26013.36,26186.71,10832.04,10971.12,10815.51,10929.43,6806.94,6902.19,6806.94,6880.19,1229.94,1250.14,1227.17,1248.45,2658.23,2685.44,2650.26,2651.07,11.261,14.113,10.362,13.521,24.356,25.714,23.272,23.832,1244.34,1246.85,1241.1,1246.05,#N/A N/A,#N/A N/A,#N/A N/A,51.86,97.383,97.493,96.89,97.044
13/12/2018,6797,6865,6749,6778,21755.13,21871.34,21675.66,21816.19,10972.64,11206.23,10972.64,11154.25,26417.89,26581.93,26314.77,26524.35,10978.68,10988.77,10887.26,10924.7,6880.19,6908.48,6848.98,6877.5,1256.76,1260.74,1249.92,1254.65,2658.7,2670.19,2637.27,2650.54,13.16,15.524,12.483,14.7,23.697,25.572,23.674,25.449,1246.05,1247.27,1240.21,1242.73,#N/A N/A,#N/A N/A,#N/A N/A,52.57,97.05,97.292,96.878,97.064
14/12/2018,6774,6786,6608,6623,21638.96,21751.31,21353.94,21374.83,11154.25,11154.25,11005.66,11006.93,26219,26219,26061.47,26094.79,10809.58,10903.39,10733.75,10865.77,6877.5,6877.5,6788.65,6845.17,1253.84,1258.55,1250.51,1257.43,2629.68,2635.07,2593.84,2599.95,14.364,16.005,13.745,15.437,25.098,26.309,24.821,25.024,1242.73,1243.87,1233.02,1239.02,#N/A N/A,#N/A N/A,#N/A N/A,52.06,97.102,97.711,97.088,97.443
17/12/2018,6601,6657,6425,6490,21391.73,21563.27,21363.67,21506.88,11006.93,11035.4,10933.52,11008.28,26178.04,26186.3,26002.3,26087.98,10852.99,10886.8,10700.62,10772.2,6845.17,6845.17,6761.38,6773.24,1263.37,1268.78,1261.22,1267.5,2590.75,2601.13,2530.54,2545.94,15.204,16.511,14.65,16.124,24.945,26.075,24.917,25.395,1236.15,1246.87,1235.87,1246.86,#N/A N/A,#N/A N/A,#N/A N/A,52.23,97.43,97.459,97.052,97.1
18/12/2018,6499,6579,6459,6485,21275.51,21330.36,21101.44,21115.45,11008.28,11011.37,10831.79,10870.86,25903.98,26152.88,25713.5,25814.25,10744.28,10841.42,10714.97,10740.89,6773.24,6773.24,6701.59,6701.59,1263.27,1269.05,1259.49,1268.32,2559.9,2573.99,2528.71,2546.16,16.097,17.268,15.199,17.144,25.372,26.053,24.747,24.849,1246.86,1250.44,1245.19,1249.18,#N/A N/A,#N/A N/A,#N/A N/A,50.61,97.132,97.166,96.699,97.104
19/12/2018,6468,6610,6304,6354,21107.17,21168.62,20880.73,20987.92,10870.86,10906.38,10728.47,10745.69,25860.68,25925.99,25784.09,25865.39,10777.42,10831.44,10749.55,10766.21,6701.59,6785.16,6698.15,6765.94,1271.93,1280.43,1271.47,1278.65,2547.05,2585.29,2488.96,2506.96,17.378,17.406,10.635,10.693,25.259,25.843,20.881,22.407,1249.18,1258.09,1246.85,1252.79,#N/A N/A,#N/A N/A,#N/A N/A,51.62,96.91,97.1,96.554,97.035
20/12/2018,6352,6405,6182,6327,20779.93,20841.34,20282.93,20392.58,10745.69,10762.11,10521.45,10594.72,25723.53,25859.82,25416.88,25623.53,10621.18,10686.37,10563.44,10611.1,6765.94,6765.94,6646.45,6711.93,1269.44,1275.58,1268.12,1274.49,2496.77,2509.63,2441.18,2467.42,10.755,14.135,9.07,13.569,21.866,24.011,19.715,24.011,1252.79,1264.31,1241.82,1262.72,#N/A N/A,#N/A N/A,#N/A N/A,51.19,96.987,97.041,96.168,96.276
