,NQ1 Index,,,,NKY Index,,,,XIN9I Index,,,,HSI Index,,,,DAX Index,,,,UKX Index,,,,MXIN Index,,,,SPX Index,,,,USYC2Y10 Index,,,,USYC1030 Index,,,,XAU Curncy,,,,CLZ3 Comdty,,,,DXY Curncy,,,
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
30/7/2018,7312,7323,7181,7214,22613.3,22631.32,22518.94,22544.84,11676.03,11823.98,11602.77,11730.78,28631.05,28839.24,28539.56,28733.13,12822.87,12848.95,12798.2,12798.2,7701.31,7718.06,7659.91,7700.85,1315.14,1321.04,1312.16,1320.34,2819,2821.74,2798.11,2802.6,27.671,30.897,27.671,30.743,12.56,13.377,12.199,12.999,1223.13,1225.13,1219.11,1223.56,#N/A N/A,#N/A N/A,#N/A N/A,55.52,94.664,94.756,94.26,94.348
31/7/2018,7222,7311,7203,7258,22472.12,22678.06,22352.21,22553.72,11730.78,11782.11,11641.15,11746.76,28663.14,28682.31,28538.03,28583.01,12809.74,12860.59,12739.83,12805.5,7700.85,7782.9,7695.76,7748.76,1319.9,1326.04,1313.8,1325.06,2809.73,2824.46,2808.06,2816.29,29.967,30.589,27.433,28.632,13.13,13.446,11.357,12.049,1223.56,1228.59,1214.04,1226.1,#N/A N/A,#N/A N/A,#N/A N/A,55.23,94.333,94.568,94.164,94.554
1/8/2018,7305,7317,7255,7291,22642.18,22775.47,22615.98,22746.7,11746.76,11837.06,11468.84,11471.77,28756.72,28772.8,28219.97,28340.74,12826.7,12833.11,12706.34,12737.05,7748.76,7751.1,7634.66,7652.91,1326.69,1328.84,1321.38,1325.42,2821.17,2825.83,2805.85,2813.36,28.884,33.036,28.698,32.476,12.286,13.281,11.656,12.388,1226.11,1226.13,1216.63,1218.32,#N/A N/A,#N/A N/A,#N/A N/A,54.54,94.551,94.71,94.491,94.661
2/8/2018,7302,7408,7230,7400,22676.73,22754.73,22464.81,22512.53,11471.77,11471.77,11082.73,11198.84,28159.01,28218.28,27578.09,27714.56,12617.63,12619.6,12493.2,12546.33,7652.91,7652.91,7549.34,7575.93,1324.34,1324.34,1314.12,1315.31,2800.48,2829.91,2796.34,2827.22,32.103,33.131,30.336,32.045,12.437,13.772,12.24,13.06,1218.32,1221.92,1213.21,1213.53,#N/A N/A,#N/A N/A,#N/A N/A,54.93,94.635,95.189,94.61,95.17
3/8/2018,7404,7429,7377,7416,22585.54,22613.5,22490.57,22525.18,11198.84,11248.69,11053.69,11055.51,27751.6,27786.15,27604.56,27676.32,12572.61,12644.52,12561.62,12615.76,7575.93,7665.16,7575.93,7659.1,1321.23,1330.72,1321.23,1329.99,2829.62,2840.38,2827.37,2840.35,31.606,31.979,29.913,30.152,13.011,14.523,12.587,13.795,1213.53,1220.05,1204.58,1214.9,#N/A N/A,#N/A N/A,#N/A N/A,55.13,95.178,95.368,94.98,95.161
6/8/2018,7422,7464,7403,7459,22536.05,22635.68,22486.74,22507.32,11055.51,11218.22,10961.24,11019.84,27885.51,28074.53,27730.42,27819.56,12631.4,12715.78,12538.35,12598.21,7659.1,7681.86,7636.6,7663.78,1335.21,1337.69,1331.1,1334.67,2840.29,2853.29,2835.98,2850.4,30.099,30.489,27.758,29.021,13.613,14.937,13.322,14.802,1213.97,1217.93,1207.43,1210.04,#N/A N/A,#N/A N/A,#N/A N/A,55.49,95.201,95.515,95.199,95.358
7/8/2018,7457,7502,7456,7492,22514.31,22666.68,22499.05,22662.74,11019.84,11351.49,11019.84,11351.49,27889.44,28266.68,27843.16,28248.88,12656.87,12738.53,12646.16,12648.19,7663.78,7752.08,7663.2,7718.48,1338.62,1339.7,1329.95,1334.25,2855.92,2863.43,2855.92,2858.45,28.799,30.293,28.019,29.921,14.777,14.975,14.047,14.352,1210.04,1216.23,1206.42,1211.72,#N/A N/A,#N/A N/A,#N/A N/A,56.07,95.345,95.368,94.994,95.186
8/8/2018,7493,7510,7458,7487,22666.56,22800.61,22610.29,22644.31,11351.49,11361.95,11161.51,11172.89,28473.48,28473.48,28224.46,28359.14,12622.98,12704.58,12586.23,12633.54,7718.48,7790.17,7707.3,7776.65,1337.11,1342.24,1331.76,1341.16,2856.79,2862.44,2853.09,2857.7,29.734,30.851,28.429,28.819,14.457,15.063,14.156,14.845,1211.72,1215.9,1206.62,1210.95,#N/A N/A,#N/A N/A,#N/A N/A,54.93,95.15,95.417,94.994,95.092
9/8/2018,7481,7521,7475,7491,22591.54,22648.88,22497.99,22598.39,11172.89,11490.49,11122.62,11462.46,28260.5,28728.17,28192.81,28607.3,12623.14,12696.52,12577.34,12676.11,7776.65,7776.77,7714.52,7741.77,1345.89,1346.17,1341.8,1344.14,2857.19,2862.48,2851.98,2853.58,28.801,29.061,27.283,27.647,14.821,15.77,14.036,14.414,1210.96,1217.37,1210.84,1212.89,#N/A N/A,#N/A N/A,#N/A N/A,55.24,95.097,95.621,95.025,95.504
10/8/2018,7486,7487,7407,7443,22606.91,22608.86,22272.69,22298.08,11462.46,11545.74,11385.86,11460.92,28614.73,28665.9,28296.99,28366.62,12574.2,12585.83,12390.4,12424.35,7741.77,7741.77,7657.72,7667.01,1344.73,1344.73,1337.56,1339.12,2839.64,2842.2,2825.81,2833.28,27.056,27.419,25.246,26.49,14.196,16.053,14.045,15.527,1212.89,1217.09,1205.89,1210.57,#N/A N/A,#N/A N/A,#N/A N/A,55.12,95.645,96.452,95.532,96.357
13/8/2018,7436,7494,7397,7434,22117.57,22124.6,21851.32,21857.43,11460.92,11460.92,11169.89,11342.54,27956.78,28085.17,27823.21,27936.57,12346.75,12396.86,12323.2,12358.74,7667.01,7667.33,7614.48,7642.45,1334.38,1337.23,1328.93,1329.53,2835.46,2843.4,2819.88,2821.93,26.226,27.448,25.13,26.216,15.733,17.411,15.473,16.667,1211.29,1213.94,1192.13,1193.55,#N/A N/A,#N/A N/A,#N/A N/A,54.87,96.321,96.522,96.158,96.391
14/8/2018,7441,7482,7416,7475,22053.07,22356.08,22047.19,22356.08,11342.54,11350.81,11221.23,11283.49,27938.32,27946.55,27522.82,27752.93,12444.63,12461.82,12294.9,12358.87,7642.45,7665.24,7599.66,7611.64,1331.32,1341.3,1331.32,1339.9,2827.88,2843.11,2826.58,2839.96,25.673,26.746,25.034,25.741,16.729,16.869,15.74,16.688,1193.55,1198.79,1191.8,1193.77,#N/A N/A,#N/A N/A,#N/A N/A,55.41,96.326,96.794,96.149,96.731
15/8/2018,7477,7482,7335,7391,22368.12,22380.28,22110.29,22204.22,11283.49,11285.43,10989.84,11005.23,27724.72,27727.27,27249.08,27323.59,12400.27,12428.56,12120.65,12163.01,7611.64,7632.07,7477.05,7497.87,1331.32,1341.3,1331.32,1339.9,2827.95,2827.95,2802.49,2818.37,25.56,26.303,23.408,25.006,16.708,17.883,16.305,16.773,1193.77,1195.28,1175.75,1177.32,#N/A N/A,#N/A N/A,#N/A N/A,55.06,96.671,96.984,96.651,96.696
16/8/2018,7396,7452,7382,7407,21980.82,22240.42,21871.7,22192.04,11005.23,11111.85,10805.02,10985.59,26871.11,27405.25,26871.11,27100.06,12202.13,12251.4,12168.92,12237.17,7497.87,7565.18,7497.87,7556.38,1336.68,1344.78,1333.64,1335.79,2831.44,2850.49,2831.44,2840.69,25.237,25.967,24.313,24.545,16.554,16.89,15.49,15.772,1177.32,1182.08,1160.39,1177.79,#N/A N/A,#N/A N/A,#N/A N/A,55.31,96.724,96.765,96.316,96.645
17/8/2018,7394,7424,7341,7406,22313.19,22340.95,22244.1,22270.38,10985.59,11104.74,10832.86,10854.31,27388.57,27450.84,27101.1,27213.41,12242.06,12244.67,12135.64,12210.55,7556.38,7577.68,7514.26,7558.59,1341.73,1347.74,1341.52,1346.73,2838.32,2855.63,2833.73,2850.13,24.313,25.455,23.39,25.25,15.591,16.184,15.004,15.758,1177.79,1185.9,1172,1184.25,#N/A N/A,#N/A N/A,#N/A N/A,55.56,96.606,96.664,96.092,96.101
20/8/2018,7411,7436,7370,7406,22267.07,22288.31,22150.75,22199,10854.31,11033.05,10842.02,11033.05,27273.78,27609.8,27209.22,27598.02,12263.01,12373.36,12245.56,12331.3,7558.59,7616.15,7558.59,7591.26,1349.96,1355.98,1348.97,1354.88,2853.93,2859.76,2850.62,2857.05,24.784,25.435,22.58,23.175,15.295,16.562,15.044,16.417,1183.69,1190.14,1182.86,1189.14,#N/A N/A,#N/A N/A,#N/A N/A,55.49,96.131,96.402,95.729,95.9
21/8/2018,7401,7471,7389,7417,22110.54,22306.83,22053.14,22219.73,11033.05,11273,11033.05,11247.87,27670.54,27771.3,27526.3,27752.79,12320.56,12432.66,12316.35,12384.49,7591.26,7601.65,7557.34,7565.7,1357.95,1359.77,1353.56,1359.16,2861.51,2873.23,2861.32,2862.96,23.355,24.28,22.421,23.016,16.315,16.64,15.397,16.128,1189.13,1196.42,1187.41,1192.3,#N/A N/A,#N/A N/A,#N/A N/A,55.36,95.737,95.752,95.079,95.256
22/8/2018,7398,7463,7373,7453,22270.04,22390.2,22162.81,22362.55,11247.87,11283.49,11167.81,11219.76,27836.68,27954.52,27579.8,27927.58,12355.53,12438.66,12345.32,12385.7,7565.7,7607.23,7531.24,7574.24,1357.95,1359.77,1353.56,1359.16,2860.99,2867.54,2856.05,2861.82,22.53,23.201,21.633,22.354,16.475,16.699,15.664,16.341,1192.3,1201.64,1191.9,1195.5,#N/A N/A,#N/A N/A,#N/A N/A,56.27,95.212,95.377,94.934,95.146
23/8/2018,7455,7493,7433,7444,22420.67,22463.03,22377.88,22410.82,11219.76,11317.16,11121.87,11240.33,28005.33,28051.65,27659.21,27790.46,12367.48,12411.01,12353.55,12365.58,7574.24,7602.1,7560.85,7563.22,1365.9,1366.27,1359.63,1365.22,2860.29,2868.78,2854.03,2856.98,22.174,22.427,20.275,20.58,16.521,16.521,14.977,15.225,1195.5,1198.96,1186.52,1188.02,#N/A N/A,#N/A N/A,#N/A N/A,56.36,95.156,95.709,95.15,95.666
24/8/2018,7448,7520,7444,7516,22484.01,22602.24,22452.42,22601.77,11240.33,11395.38,11128.09,11282.06,27565.98,27830.91,27532.06,27671.87,12396.69,12444.35,12344.45,12394.52,7563.22,7587.19,7557.67,7577.49,1364.08,1367.38,1359.04,1363.85,2862.35,2876.16,2862.35,2874.69,20.4,21.457,18.54,18.75,15.406,15.406,14.365,14.726,1188.02,1208.59,1183.22,1205.35,#N/A N/A,#N/A N/A,#N/A N/A,56.69,95.641,95.685,95.026,95.146
27/8/2018,7521,7590,7521,7589,22693.69,22838.06,22682.39,22799.64,11282.06,11549.68,11282.06,11549.68,28016.66,28289.06,27956.04,28271.27,12462.75,12562.37,12429.34,12538.31,7563.22,7587.19,7557.67,7577.49,1369.48,1380.13,1369.48,1379.35,2884.69,2898.25,2884.69,2896.74,19.204,20.657,18.301,20.057,14.351,14.95,14.27,14.587,1207.38,1212.4,1203.22,1209.97,#N/A N/A,#N/A N/A,#N/A N/A,56.83,95.171,95.3,94.687,94.779
28/8/2018,7591,7618,7586,7600,22967.74,23006.77,22813.47,22813.47,11549.68,11593.91,11464.47,11502.63,28530.89,28579.64,28234.53,28351.62,12578.65,12597.02,12527.42,12527.42,7577.49,7636.72,7577.49,7617.22,1383.38,1387.23,1381.37,1385.17,2901.45,2903.77,2893.5,2897.52,19.399,22.266,18.904,21.095,14.724,15.497,14.352,14.808,1209.97,1214.35,1207.04,1207.84,#N/A N/A,#N/A N/A,#N/A N/A,56.7,94.77,94.912,94.434,94.72
29/8/2018,7605,7698,7602,7692,22820.86,22968.18,22819.97,22848.22,11502.63,11510.03,11426.3,11456.68,28362.84,28485.83,28272.13,28416.44,12553.86,12569.06,12499.53,12561.68,7617.22,7635.74,7545.08,7563.21,1386.99,1388.43,1380.34,1381.39,2900.62,2916.5,2898.4,2914.04,21.317,21.781,19.783,20.448,14.989,15.417,13.303,13.485,1207.84,1208.69,1199.73,1205.91,#N/A N/A,#N/A N/A,#N/A N/A,56.78,94.724,94.932,94.527,94.6
30/8/2018,7695,7720,7650,7672,23020.18,23032.17,22832.83,22869.5,11456.68,11525.09,11329.92,11329.92,28533.93,28533.93,28121.4,28164.05,12516.55,12529.3,12400.12,12494.24,7563.21,7563.21,7497.54,7516.03,1382.26,1382.59,1376.65,1380.44,2908.94,2912.46,2895.22,2901.13,20.105,21.235,19.279,20.17,13.95,14.853,13.428,14.716,1205.91,1207.96,1196.36,1199.32,#N/A N/A,#N/A N/A,#N/A N/A,56.63,94.528,94.9,94.469,94.723
31/8/2018,7666,7706,7658,7685,22733.25,22890.61,22678.03,22865.15,11329.92,11379.38,11212.89,11304.44,27798.21,27962.03,27720.32,27888.55,12418.26,12426.86,12348.91,12364.06,7516.03,7516.46,7428.67,7432.42,1380.43,1387.32,1374.96,1381.43,2898.37,2906.32,2891.73,2901.52,19.947,23.278,19.247,23.139,14.354,16.285,13.982,15.689,1199.32,1208.94,1198.66,1200.12,#N/A N/A,#N/A N/A,#N/A N/A,56.18,94.718,95.224,94.547,95.14
3/9/2018,7666,7706,7658,7685,22819.17,22820.48,22684.43,22707.38,11304.44,11304.44,11189.07,11264.98,27809.45,27822.19,27577.04,27712.54,12338.36,12358.17,12300.47,12346.41,7432.42,7516.06,7432.18,7504.6,1391.07,1391.07,1367.09,1368.94,2898.37,2906.32,2891.73,2901.52,23.139,23.139,23.139,23.139,15.689,15.689,15.689,15.689,1200.66,1203.93,1195.8,1201.32,#N/A N/A,#N/A N/A,#N/A N/A,56.18,95.187,95.222,95.009,95.14
4/9/2018,7695,7718,7612,7664,22740.05,22753.18,22612.15,22696.9,11264.98,11463.52,11205.47,11435.41,27619.18,27984.89,27563.79,27973.34,12389.46,12402.87,12162.71,12210.21,7504.6,7535.12,7437.65,7457.86,1369.22,1371.68,1356.75,1360.27,2896.96,2900.18,2885.13,2896.72,22.734,25.334,22.189,24.115,16.648,17.198,16.043,16.124,1201.32,1202.05,1189.69,1193.36,#N/A N/A,#N/A N/A,#N/A N/A,56.4,95.146,95.737,95.138,95.439
5/9/2018,7664,7668,7529,7557,22663.8,22692.25,22570.52,22580.83,11435.41,11435.41,11150.65,11150.65,27789.02,27861.99,27208.34,27243.85,12161.65,12167.36,12035.76,12040.46,7457.86,7457.86,7357.98,7383.28,1359.02,1362.02,1342.67,1354.31,2891.59,2894.21,2876.92,2888.6,24.157,25.109,23.288,24.681,16.327,17.64,16.022,17.134,1193.36,1198.45,1190.81,1195.54,#N/A N/A,#N/A N/A,#N/A N/A,55.93,95.408,95.663,95.085,95.184
6/9/2018,7558,7568,7434,7484,22458.97,22535.34,22416.63,22487.94,11150.65,11182.99,10978.72,11008.23,27069.21,27268.39,26818.82,26974.82,11995.81,12091.98,11944.5,11955.25,7383.28,7397.74,7313.12,7318.96,1359.54,1363.45,1348.93,1360.96,2888.64,2892.05,2867.29,2878.05,24.745,25.613,23.192,23.6,17.438,18.047,17.041,17.786,1195.54,1207.06,1195.19,1198.98,#N/A N/A,#N/A N/A,#N/A N/A,55.51,95.099,95.208,94.933,95.021
7/9/2018,7481,7519,7419,7464,22351.84,22372.89,22172.9,22307.06,11008.23,11199.53,10995.94,11089.41,26895.87,27196.57,26669.58,26973.47,11960.1,11990.81,11888.57,11959.63,7318.96,7328.3,7227.07,7277.7,1364.46,1371.52,1355.54,1370.02,2868.26,2883.81,2864.12,2871.68,23.192,24.537,22.749,23.211,17.464,17.867,15.712,16.078,1198.98,1203.58,1193.53,1196.93,#N/A N/A,#N/A N/A,#N/A N/A,55.58,95.017,95.458,94.871,95.365
10/9/2018,7461,7510,7441,7487,22253.65,22396.88,22249.61,22373.09,11089.41,11101.18,10967.2,10992.96,26922.27,26926.63,26453.29,26613.42,11950.55,12039.22,11930.3,11986.34,7277.7,7307.85,7256.51,7279.3,1368.38,1371.35,1349.89,1350.98,2881.39,2886.93,2875.94,2877.13,23.804,24.163,21.65,21.65,15.895,16.301,14.572,14.776,1195.37,1198.56,1191.56,1196.37,#N/A N/A,#N/A N/A,#N/A N/A,55.6,95.427,95.564,95.028,95.15
11/9/2018,7487,7551,7431,7539,22469.78,22667.85,22457.1,22664.69,10992.96,11047.73,10890.53,10941.09,26611.93,26690.65,26394.87,26422.55,12013.01,12017.73,11865.47,11970.27,7279.3,7280.48,7220.5,7273.54,1355.75,1356.49,1332.3,1333.93,2871.57,2892.52,2866.78,2887.89,21.65,23.805,21.595,22.755,14.857,15.161,13.855,14.203,1196.37,1197.23,1187.78,1195.59,#N/A N/A,#N/A N/A,#N/A N/A,56.23,95.15,95.353,94.882,95.249
12/9/2018,7543,7568,7452,7513,22702.71,22709.37,22522.17,22604.61,10941.09,10941.09,10805.06,10843.34,26462.82,26468.91,26219.56,26345.04,11989.27,12046.66,11952.49,12032.3,7273.54,7325.25,7250.84,7313.36,1341.6,1344.82,1328.28,1342.27,2888.29,2894.65,2879.2,2888.92,22.16,22.985,20.309,21.044,14.223,14.813,13.914,13.935,1195.59,1204.69,1192.78,1204.08,#N/A N/A,#N/A N/A,#N/A N/A,56.88,95.117,95.283,94.733,94.799
13/9/2018,7510,7611,7497,7593,22657.95,22858.41,22643.88,22821.32,10843.34,11014.62,10838.67,10989.36,26798.39,27014.49,26648.77,27014.49,12036.79,12129.81,12017.41,12055.55,7313.36,7319.57,7275.14,7281.57,1341.6,1344.82,1328.28,1342.27,2896.85,2906.76,2896.39,2904.18,20.86,21.765,19.516,20.94,14.037,14.791,12.979,13.525,1204.09,1212.73,1201.57,1203.6,#N/A N/A,#N/A N/A,#N/A N/A,56.27,94.833,94.965,94.428,94.518
14/9/2018,7594,7627,7545,7574,23035.78,23105.28,22965.48,23094.67,10989.36,11091.1,10967.08,11056.57,27229.79,27340.02,27027.45,27286.41,12109.37,12134.54,12075.58,12124.33,7281.57,7323.83,7281.57,7304.04,1350.9,1361.8,1350.33,1360.99,2906.38,2908.3,2895.77,2904.98,21.353,21.957,20.205,21.404,13.341,14.242,12.926,13.133,1203.6,1208.61,1192.98,1195.16,#N/A N/A,#N/A N/A,#N/A N/A,56.7,94.546,94.998,94.359,94.927
17/9/2018,7568,7576,7460,7466,23035.78,23105.28,22965.48,23094.67,11056.57,11056.57,10948.9,10958.36,27029.91,27037.48,26763.21,26932.85,12056.38,12123.09,12040.8,12096.41,7304.04,7318.77,7267.83,7302.1,1355.66,1355.66,1344.32,1345.34,2903.83,2904.65,2886.16,2888.8,21.663,22.773,20.464,20.672,13.56,14.258,12.966,13.807,1194.53,1204.89,1192.89,1202.58,#N/A N/A,#N/A N/A,#N/A N/A,57.01,94.932,94.978,94.44,94.496
18/9/2018,7465,7566,7424,7526,23042.19,23481.53,23039.26,23420.54,10958.36,11189.24,10922.66,11184.11,26846.33,27156.55,26648.99,27084.66,12097.19,12184.41,12064.41,12157.67,7302.1,7320.07,7281.98,7300.23,1345.29,1349.78,1331.89,1333.13,2890.74,2911.17,2890.43,2904.31,20.557,25.399,20.189,25.214,14.154,15.089,13.665,14.441,1202.58,1203.6,1195.93,1198.41,#N/A N/A,#N/A N/A,#N/A N/A,57.04,94.605,94.729,94.315,94.64
19/9/2018,7532,7548,7473,7529,23754.96,23842.05,23672.52,23672.52,11184.11,11422.53,11153.62,11339.41,27170.02,27488.35,27085.79,27407.37,12168.2,12241.14,12165.08,12219.02,7300.23,7346.11,7279.92,7331.12,1339.45,1340.04,1324.63,1328.63,2906.6,2912.36,2903.82,2907.95,25.028,27.48,23.851,26.771,14.208,15.501,13.911,14.533,1198.41,1206.26,1197.02,1204.26,#N/A N/A,#N/A N/A,#N/A N/A,57.12,94.537,94.727,94.32,94.537
20/9/2018,7533,7619,7517,7611,23752.79,23781.75,23582.15,23674.93,11339.41,11412.88,11307.86,11336.18,27605.72,27628.19,27327.23,27477.67,12210.95,12354.38,12210.57,12326.48,7331.12,7368.43,7324.01,7367.32,1339.45,1340.04,1324.63,1328.63,2919.73,2934.8,2919.73,2930.75,26.957,27.542,24.945,25.502,14.347,14.932,13.087,13.106,1204.26,1208.5,1201.39,1205.88,#N/A N/A,#N/A N/A,#N/A N/A,56.92,94.559,94.563,93.829,93.912
21/9/2018,7612,7640,7551,7554,23848.63,23971.41,23764.05,23869.93,11336.18,11755.58,11336.18,11755.58,27712.35,27965.96,27536.27,27953.58,12402.72,12458.3,12373.95,12430.88,7367.32,7495.26,7367.32,7490.23,1331.84,1339.09,1274.72,1313.64,2936.76,2940.91,2927.11,2929.67,25.271,26.468,24.342,25.863,13.087,13.937,12.742,13.515,1205.88,1211.1,1191.95,1200.04,#N/A N/A,#N/A N/A,#N/A N/A,56.9,93.901,94.332,93.814,94.22
24/9/2018,7544,7598,7478,7590,23848.63,23971.41,23764.05,23869.93,11336.18,11755.58,11336.18,11755.58,27783.85,27783.85,27425.01,27499.39,12383.42,12409.96,12349.3,12350.82,7490.23,7491.25,7450.53,7458.41,1317.03,1317.03,1288.66,1291.92,2921.83,2923.79,2912.63,2919.37,27.334,27.334,25.05,26.775,12.757,13.838,12.338,13.507,1199.03,1204.21,1194.49,1201.11,#N/A N/A,#N/A N/A,#N/A N/A,57.36,94.23,94.368,93.84,94.185
25/9/2018,7595,7608,7555,7600,23881.85,23950.98,23808.95,23940.26,11755.58,11755.58,11557.08,11608.44,27783.85,27783.85,27425.01,27499.39,12341.85,12416.87,12322.19,12374.66,7458.41,7515.94,7455.22,7507.56,1292.16,1305.12,1282.55,1303.12,2921.75,2923.95,2913.7,2915.56,26.402,27.194,25.17,25.324,13.356,13.952,12.672,12.756,1201.11,1203.41,1197.17,1201.09,#N/A N/A,#N/A N/A,#N/A N/A,57.83,94.248,94.372,94.009,94.133
26/9/2018,7604,7673,7583,7595,23846.6,24033.79,23833.92,24033.79,11608.44,11899.96,11608.44,11763.24,27606.81,28031.81,27589.37,27816.87,12395.2,12395.92,12329.52,12385.89,7507.56,7522.06,7490.2,7511.49,1312.75,1312.75,1295.41,1302.19,2916.98,2931.15,2903.28,2905.97,25.729,25.949,22.513,22.918,12.756,14.661,12.658,13.156,1201.09,1202.54,1193.78,1196.09,#N/A N/A,#N/A N/A,#N/A N/A,57.54,94.164,94.4,93.954,94.193
27/9/2018,7596,7692,7592,7663,23946.43,24089.32,23778.04,23796.74,11763.24,11773.77,11667.95,11734.93,27912.51,27928.29,27638.54,27715.67,12329.4,12456.69,12272.65,12435.59,7511.49,7552.02,7490.94,7545.44,1305,1306.18,1288.34,1290.93,2911.65,2927.22,2909.27,2914,23.29,23.881,21.3,22.078,12.951,13.538,12.566,12.948,1196.09,1200.23,1181.96,1184.26,#N/A N/A,#N/A N/A,#N/A N/A,57.89,94.262,95.007,94.211,94.894
28/9/2018,7669,7683,7624,7661,24080.01,24286.1,24021.27,24120.04,11734.93,11943.13,11734.93,11873.28,27879.06,27927.95,27672.83,27788.52,12381.36,12394.16,12190.57,12246.73,7545.44,7548.36,7474.67,7510.2,1294.67,1297.16,1271.86,1282.6,2910.03,2920.53,2907.5,2913.98,21.334,24.05,21.159,23.831,12.776,14.638,12.512,14.265,1184.26,1193.62,1180.89,1192.52,#N/A N/A,#N/A N/A,#N/A N/A,58.34,95.018,95.366,94.923,95.132
1/10/2018,7679,7736,7659,7683,24173.37,24306.54,24123.5,24245.76,11734.93,11943.13,11734.93,11873.28,27879.06,27927.95,27672.83,27788.52,12265.89,12373.29,12263.1,12339.03,7510.2,7526.2,7466.67,7495.67,1284.84,1296.07,1270.72,1292.85,2926.29,2937.06,2917.91,2924.59,23.984,26.253,23.612,26.066,13.874,15.396,13.669,14.885,1190.68,1192.15,1184.64,1188.96,#N/A N/A,#N/A N/A,#N/A N/A,59.31,95.108,95.373,95.003,95.298
2/10/2018,7682,7721,7639,7661,24376.17,24448.07,24217.26,24270.62,11734.93,11943.13,11734.93,11873.28,27716.16,27716.16,27073.08,27126.38,12229.07,12310.76,12203.6,12287.58,7495.67,7495.67,7444.8,7474.55,1284.84,1296.07,1270.72,1292.85,2923.8,2931.42,2919.37,2923.43,25.66,25.847,23.334,24.824,14.97,15.88,14.558,15.333,1188.96,1208.32,1187.86,1203.99,#N/A N/A,#N/A N/A,#N/A N/A,59.34,95.293,95.744,95.263,95.507
3/10/2018,7665,7712,7650,7673,24219.19,24260.63,24030.59,24110.96,11734.93,11943.13,11734.93,11873.28,26840.2,27270.16,26840.2,27091.26,12229.07,12310.76,12203.6,12287.58,7474.55,7524.06,7474.55,7510.28,1290.76,1290.76,1270.6,1272.53,2931.69,2939.86,2921.36,2925.51,24.638,30.964,24.113,30.526,15.182,16.504,14.595,15.025,1203.99,1208.32,1197.9,1198.72,#N/A N/A,#N/A N/A,#N/A N/A,60.58,95.457,96.116,95.256,95.762
4/10/2018,7658,7659,7465,7523,24242.06,24247.82,23923.26,23975.62,11734.93,11943.13,11734.93,11873.28,27029.4,27029.4,26551.44,26623.87,12275.07,12348.86,12174.69,12244.14,7510.28,7510.28,7411.31,7418.34,1261.68,1261.68,1236.05,1241.62,2919.35,2919.78,2883.92,2901.61,31.41,33.671,29.522,31.493,15.514,16.733,14.995,15.945,1198.72,1206.8,1196.08,1198.35,#N/A N/A,#N/A N/A,#N/A N/A,59.36,96.063,96.121,95.552,95.751
5/10/2018,7529,7549,7357,7445,23781.76,23928.62,23730.19,23783.72,11734.93,11943.13,11734.93,11873.28,26503.75,26639.64,26373.46,26572.57,12236.29,12245.41,12103.55,12111.9,7418.34,7421.12,7318.54,7318.54,1231.56,1233.61,1199.07,1205.02,2902.54,2909.64,2869.29,2885.57,31.651,35.097,30.235,34.368,15.639,17.768,15.19,16.897,1198.35,1205.85,1196.96,1203.63,#N/A N/A,#N/A N/A,#N/A N/A,59.69,95.761,95.945,95.516,95.624
8/10/2018,7455,7463,7297,7402,23781.76,23928.62,23730.19,23783.72,11873.28,11873.28,11281.52,11302.58,26717.6,26717.6,26187.83,26202.57,12044.96,12072.27,11938.8,11947.16,7318.54,7319.84,7233.33,7233.33,1203.56,1212.94,1187.03,1205.22,2877.53,2889.45,2862.08,2884.43,34.368,34.368,34.368,34.368,16.897,16.897,16.897,16.897,1203.41,1204.17,1182.96,1186.47,#N/A N/A,#N/A N/A,#N/A N/A,59.67,95.62,96.03,95.593,95.761
9/10/2018,7402,7466,7348,7410,23550.47,23587.05,23442.46,23469.39,11302.58,11379.84,11249.38,11320.23,26194.17,26366.6,26067.51,26172.91,11963.63,11998.64,11803.19,11977.22,7233.33,7247.64,7184.28,7237.59,1210.6,1212.33,1193.64,1199.92,2882.51,2894.83,2874.27,2880.34,35.63,37.462,30.917,31.707,18.779,18.881,15.61,16.032,1186.47,1191.97,1183.43,1188.19,#N/A N/A,#N/A N/A,#N/A N/A,60.2,95.761,96.155,95.638,95.668
