,NQ1 Index,,NKY Index,,XIN9I Index,,HSI Index,,DAX Index,,UKX Index,,MXIN Index,,SPX Index,,USYC2Y10 Index,,USYC1030 Index,,XAU Curncy,,CLZ3 Comdty,,DXY Curncy,
Dates,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST
30/5/2018,6968,7010,22051.97,22018.52,12283.01,12041.08,30109.37,30056.79,12693.33,12783.76,7632.64,7689.57,1234.8,1235.64,2702.43,2724.01,46.436,43.948,20.018,17.016,1302.16,1302.09,#N/A N/A,53.12,94.827,94.069
31/5/2018,7000,7000,22163.4,22201.82,12041.08,12343.42,30274.18,30468.56,12796.16,12604.89,7689.57,7678.2,1240.39,1242.76,2720.98,2705.27,43.444,42.712,16.9,16.496,1302.09,1301.91,#N/A N/A,53.2,94.069,93.979
1/6/2018,7002,7106,22126.25,22171.35,12343.42,12274.66,30548.78,30492.91,12678.07,12724.27,7678.2,7701.77,1244.51,1239.69,2718.7,2734.62,42.309,42.859,16.078,14.657,1301.9,1293.4,#N/A N/A,54.28,93.949,94.156
4/6/2018,7105,7172,22365.09,22475.94,12274.66,12530.97,30836.77,30997.98,12839.44,12770.75,7701.77,7741.29,1245.03,1235.57,2741.67,2746.87,42.434,42.219,14.633,14.059,1292.76,1293.62,#N/A N/A,53.89,94.167,94.038
5/6/2018,7170,7203,22552.17,22539.54,12530.97,12614.73,31009.47,31093.45,12766.16,12787.13,7741.29,7686.8,1235.67,1228.07,2748.46,2748.8,42.258,43.193,14.105,15.441,1293.62,1298.52,#N/A N/A,53.97,94.053,93.876
6/6/2018,7206,7239,22520.31,22625.73,12614.73,12542.38,31162.02,31259.1,12813.39,12830.07,7686.8,7712.37,1229.42,1241.91,2753.25,2772.35,43.193,45.153,15.441,14.815,1298.52,1297.63,#N/A N/A,53.58,93.782,93.614
7/6/2018,7242,7185,22748.72,22823.26,12542.38,12554.01,31464.63,31512.63,12877.85,12811.05,7712.37,7704.4,1245.36,1254.35,2774.84,2770.37,45.337,42.876,14.792,14.575,1297.63,1297.63,#N/A N/A,54.14,93.573,93.435
8/6/2018,7185,7177,22799.38,22694.5,12554.01,12371.03,31435.26,30958.21,12668.77,12766.55,7704.4,7681.07,1252.85,1256.53,2765.84,2779.03,43.483,44.428,13.861,14.162,1297.63,1298.17,#N/A N/A,54.37,93.471,93.535
11/6/2018,7170,7197,22686.95,22804.04,12371.03,12433.08,31016.52,31063.7,12816.32,12842.91,7681.07,7737.43,1258.74,1259.21,2780.18,2782,43.998,42.729,13.795,14.011,1299.78,1300.31,#N/A N/A,54.65,93.566,93.608
12/6/2018,7194,7228,22977.22,22878.35,12433.08,12592.09,31029.85,31103.06,12924.03,12842.3,7737.43,7703.81,1262.11,1265.73,2785.6,2786.85,43.096,42.005,13.861,13.091,1300.32,1296.64,#N/A N/A,54.45,93.682,93.818
13/6/2018,7244,7233,22896.17,22966.38,12592.09,12514.39,30990.37,30725.15,12857.16,12890.58,7703.81,7703.71,1271.2,1268.51,2787.94,2775.63,41.638,39.677,12.874,11.897,1296.64,1298.24,#N/A N/A,55.52,93.829,93.544
14/6/2018,7235,7313,22842.96,22738.61,12514.39,12485.06,30684.07,30440.17,12806.07,13107.1,7703.71,7765.79,1266.05,1262.1,2783.21,2782.49,39.266,36.962,11.577,11.829,1298.25,1304.08,#N/A N/A,54.46,93.493,94.879
15/6/2018,7313,7284,22883.24,22851.75,12485.06,12482.79,30411.07,30309.49,13115.85,13010.55,7765.79,7633.91,1262.41,1264.11,2777.78,2779.66,36.734,37.131,11.725,12.419,1304.08,1278.94,#N/A N/A,53.09,94.915,94.788
18/6/2018,7279,7279,22806.57,22680.33,12485.06,12482.79,30411.07,30309.49,12945.53,12834.11,7633.91,7631.33,1265.96,1261.67,2765.79,2773.75,36.948,36.347,12.364,13.022,1278.03,1278.59,#N/A N/A,53.87,94.873,94.756
19/6/2018,7278,7256,22565.92,22278.48,12482.79,12161.89,29999.01,29468.15,12647.07,12677.97,7631.33,7603.85,1259.85,1250.19,2752.01,2762.59,36.22,34.95,13.005,13.373,1278.59,1275.83,#N/A N/A,53.57,94.629,95.013
20/6/2018,7257,7317,22338.53,22555.43,12161.89,12195.81,29478.46,29696.17,12731.66,12695.16,7603.85,7627.4,1253.24,1255.21,2769.73,2767.32,34.56,36.902,13.083,13.864,1275.83,1272.92,#N/A N/A,53.52,94.971,95.124
21/6/2018,7319,7242,22523.28,22693.04,12195.81,12103.08,29764.05,29296.05,12699.71,12511.91,7627.4,7556.44,1259.06,1252.1,2769.28,2749.76,36.926,35.564,13.649,14.557,1272.92,1268.92,#N/A N/A,53.33,95.126,94.862
22/6/2018,7232,7227,22456.45,22516.83,12103.08,12102.48,29215.54,29338.7,12507.72,12579.72,7556.44,7682.27,1252.16,1260.78,2760.79,2754.88,35.49,34.953,14.245,14.263,1268.92,1270.56,#N/A N/A,54.43,94.849,94.52
25/6/2018,7227,7078,22543.56,22338.15,12102.48,11884.76,29326.12,28961.39,12497.48,12270.33,7682.27,7509.84,1261.07,1252.22,2742.94,2717.07,33.987,34.529,14.101,14.226,1271.14,1266.01,#N/A N/A,54.52,94.498,94.289
26/6/2018,7071,7109,22160.33,22342,11884.76,11737.14,28881.18,28881.4,12333.44,12234.34,7509.84,7537.92,1250.95,1253.95,2722.12,2723.06,34.32,33.951,14.462,14.749,1266.01,1259.91,#N/A N/A,55.4,94.294,94.676
27/6/2018,7103,7003,22320.88,22271.77,11737.14,11440.42,28957.64,28356.26,12247.75,12348.61,7537.92,7621.69,1256.43,1240.18,2728.45,2699.63,34.317,31.954,14.383,13.988,1259.9,1254.51,#N/A N/A,55.41,94.669,95.29
28/6/2018,7003,7066,22195.19,22270.39,11440.42,11310.48,28368.01,28497.32,12289.81,12177.23,7621.69,7615.63,1239.01,1226.83,2698.69,2716.31,32.701,32.236,13.83,12.741,1254.51,1250.13,#N/A N/A,54.86,95.272,95.312
29/6/2018,7061,7072,22314.47,22304.51,11310.48,11585.03,28463.85,28955.11,12322.64,12306,7615.63,7636.93,1231.51,1246.02,2727.13,2718.37,32.763,32.786,12.4,12.704,1250.13,1252.6,#N/A N/A,54.4,95.296,94.47
2/7/2018,7075,7123,22233.8,21811.93,11585.03,11135.08,28463.85,28955.11,12147.94,12238.17,7636.93,7547.85,1248.62,1240.08,2704.95,2726.71,32.642,31.855,13.409,11.998,1251.74,1242,#N/A N/A,54.26,94.626,94.871
3/7/2018,7119,7030,21889.06,21785.54,11135.08,11118.74,28617,28545.57,12321.07,12349.14,7547.85,7593.29,1242.1,1246.72,2733.27,2713.22,31.672,30.08,12.103,12.591,1242,1252.83,#N/A N/A,54.08,94.844,94.591
4/7/2018,7119,7030,21679,21717.04,11118.74,10980.68,28546.32,28241.67,12323.75,12317.61,7593.29,7573.09,1247.55,1252.35,2733.27,2713.22,30.262,30.262,12.591,12.591,1252.83,1256.94,#N/A N/A,54.08,94.521,94.531
5/7/2018,7030,7133,21697.44,21546.99,10980.68,11011.6,28101.85,28182.09,12363.05,12464.29,7573.09,7603.22,1254.44,1246.55,2724.19,2736.61,29.956,27.638,12.377,11.38,1256.94,1257.6,#N/A N/A,54.62,94.498,94.395
6/7/2018,7123,7241,21647.66,21788.14,11011.6,11146.71,28254.37,28315.62,12506.27,12496.17,7603.22,7617.7,1246.6,1250.19,2737.68,2759.82,28.227,28.114,11.198,10.569,1257.59,1255.4,#N/A N/A,54.91,94.368,93.963
9/7/2018,7242,7309,21838.53,22052.18,11146.71,11493.86,28606.16,28688.5,12541.74,12543.89,7617.7,7687.99,1257.65,1259.73,2768.51,2784.17,28.478,29.535,10.743,10.576,1255.3,1259.1,#N/A N/A,54.97,93.965,94.077
10/7/2018,7309,7310,22215.34,22196.89,11493.86,11483.47,28900.71,28682.25,12580.31,12609.85,7687.99,7692.04,1262.78,1273.11,2788.56,2793.84,29.718,27.751,10.315,10.272,1259.11,1254.5,#N/A N/A,54.84,94.063,94.158
11/7/2018,7272,7262,22002.14,21932.21,11483.47,11302.47,28013.72,28311.69,12506.99,12417.13,7692.04,7591.96,1274.04,1273.53,2779.82,2774.02,27.335,26.739,10.293,10.144,1254.5,1245.2,#N/A N/A,53.9,94.203,94.719
12/7/2018,7267,7392,22036.87,22187.96,11302.47,11507.56,28260.09,28480.83,12464.06,12492.97,7591.96,7651.33,1280.63,1280.01,2783.14,2798.29,26.739,25.542,9.99,9.708,1245.2,1246.94,#N/A N/A,54.65,94.703,94.827
13/7/2018,7391,7402,22397.62,22597.35,11507.56,11514.19,28689.18,28525.44,12549.23,12540.73,7651.33,7661.87,1284.67,1279.38,2796.93,2801.31,25.635,24.504,9.44,10.254,1246.94,1244.32,#N/A N/A,54.23,94.895,94.677
16/7/2018,7413,7335,22397.62,22597.35,11514.19,11382.77,28580.96,28539.66,12530.98,12561.02,7661.87,7600.45,1279.49,1267.86,2801.43,2798.43,24.263,25.953,9.888,10.157,1241.18,1238.99,#N/A N/A,52.67,94.692,94.511
17/7/2018,7331,7433,22605.73,22697.36,11382.77,11266.37,28451.5,28181.68,12566.97,12661.54,7600.45,7626.33,1268.79,1277.96,2789.34,2809.55,25.54,24.055,10.312,10.75,1239,1226.83,#N/A N/A,53.03,94.552,94.985
18/7/2018,7437,7416,22917.52,22794.19,11266.37,11200.19,28352.11,28117.42,12728.41,12765.94,7626.33,7676.28,1284.25,1272.87,2811.35,2815.62,24.239,25.787,10.567,11.469,1226.83,1226.79,#N/A N/A,53.66,95.033,95.085
19/7/2018,7416,7379,22871.62,22764.68,11200.19,11260.11,28251.16,28010.86,12740.68,12686.29,7676.28,7683.97,1274.38,1270.3,2809.37,2804.49,26.474,24.523,10.914,11.862,1226.8,1216.56,#N/A N/A,53.75,95.077,95.164
20/7/2018,7393,7372,22734.56,22697.88,11260.11,11553.2,28054.76,28224.48,12664.45,12561.42,7683.97,7678.79,1271.23,1277.56,2804.55,2801.83,24.035,29.789,11.517,13.079,1216.56,1229.53,#N/A N/A,53.85,95.127,94.476
23/7/2018,7381,7442,22480.33,22396.99,11553.2,11673.46,28298.61,28256.12,12510.23,12548.57,7678.79,7655.79,1281.62,1289.14,2799.17,2806.98,29.189,32.121,13.263,13.319,1231.68,1223.69,#N/A N/A,54.83,94.433,94.632
24/7/2018,7435,7428,22555.05,22510.48,11673.46,11856.56,28282.3,28662.57,12590.79,12689.39,7655.79,7709.05,1292.88,1299.55,2820.68,2820.4,32.492,31.133,13.455,12.537,1223.69,1225.33,#N/A N/A,55.45,94.668,94.613
25/7/2018,7422,7482,22594.28,22614.25,11856.56,11843.75,28906.97,28920.9,12685.68,12579.33,7709.05,7658.26,1301.93,1297.33,2817.73,2846.07,30.947,30.11,12.377,12.665,1225.32,1229.09,#N/A N/A,55.75,94.588,94.233
26/7/2018,7448,7444,22711.59,22586.87,11843.75,11699.01,29083.4,28781.14,12732.88,12809.23,7658.26,7663.17,1297.91,1301.27,2835.49,2837.44,29.738,29.086,12.393,12.154,1229.09,1226.96,#N/A N/A,56.02,94.157,94.785
27/7/2018,7444,7314,22646.48,22712.75,11699.01,11676.03,28734.73,28804.28,12825.75,12860.4,7663.17,7701.31,1307.82,1312.92,2842.35,2818.82,28.714,28.075,12.124,12.611,1226.96,1226.12,#N/A N/A,55.54,94.761,94.669
30/7/2018,7312,7214,22613.3,22544.84,11676.03,11730.78,28631.05,28733.13,12822.87,12798.2,7701.31,7700.85,1315.14,1320.34,2819,2802.6,27.671,30.743,12.56,12.999,1223.13,1223.56,#N/A N/A,55.52,94.664,94.348
31/7/2018,7222,7258,22472.12,22553.72,11730.78,11746.76,28663.14,28583.01,12809.74,12805.5,7700.85,7748.76,1319.9,1325.06,2809.73,2816.29,29.967,28.632,13.13,12.049,1223.56,1226.1,#N/A N/A,55.23,94.333,94.554
1/8/2018,7305,7291,22642.18,22746.7,11746.76,11471.77,28756.72,28340.74,12826.7,12737.05,7748.76,7652.91,1326.69,1325.42,2821.17,2813.36,28.884,32.476,12.286,12.388,1226.11,1218.32,#N/A N/A,54.54,94.551,94.661
2/8/2018,7302,7400,22676.73,22512.53,11471.77,11198.84,28159.01,27714.56,12617.63,12546.33,7652.91,7575.93,1324.34,1315.31,2800.48,2827.22,32.103,32.045,12.437,13.06,1218.32,1213.53,#N/A N/A,54.93,94.635,95.17
3/8/2018,7404,7416,22585.54,22525.18,11198.84,11055.51,27751.6,27676.32,12572.61,12615.76,7575.93,7659.1,1321.23,1329.99,2829.62,2840.35,31.606,30.152,13.011,13.795,1213.53,1214.9,#N/A N/A,55.13,95.178,95.161
6/8/2018,7422,7459,22536.05,22507.32,11055.51,11019.84,27885.51,27819.56,12631.4,12598.21,7659.1,7663.78,1335.21,1334.67,2840.29,2850.4,30.099,29.021,13.613,14.802,1213.97,1210.04,#N/A N/A,55.49,95.201,95.358
7/8/2018,7457,7492,22514.31,22662.74,11019.84,11351.49,27889.44,28248.88,12656.87,12648.19,7663.78,7718.48,1338.62,1334.25,2855.92,2858.45,28.799,29.921,14.777,14.352,1210.04,1211.72,#N/A N/A,56.07,95.345,95.186
8/8/2018,7493,7487,22666.56,22644.31,11351.49,11172.89,28473.48,28359.14,12622.98,12633.54,7718.48,7776.65,1337.11,1341.16,2856.79,2857.7,29.734,28.819,14.457,14.845,1211.72,1210.95,#N/A N/A,54.93,95.15,95.092
9/8/2018,7481,7491,22591.54,22598.39,11172.89,11462.46,28260.5,28607.3,12623.14,12676.11,7776.65,7741.77,1345.89,1344.14,2857.19,2853.58,28.801,27.647,14.821,14.414,1210.96,1212.89,#N/A N/A,55.24,95.097,95.504
10/8/2018,7486,7443,22606.91,22298.08,11462.46,11460.92,28614.73,28366.62,12574.2,12424.35,7741.77,7667.01,1344.73,1339.12,2839.64,2833.28,27.056,26.49,14.196,15.527,1212.89,1210.57,#N/A N/A,55.12,95.645,96.357
13/8/2018,7436,7434,22117.57,21857.43,11460.92,11342.54,27956.78,27936.57,12346.75,12358.74,7667.01,7642.45,1334.38,1329.53,2835.46,2821.93,26.226,26.216,15.733,16.667,1211.29,1193.55,#N/A N/A,54.87,96.321,96.391
14/8/2018,7441,7475,22053.07,22356.08,11342.54,11283.49,27938.32,27752.93,12444.63,12358.87,7642.45,7611.64,1331.32,1339.9,2827.88,2839.96,25.673,25.741,16.729,16.688,1193.55,1193.77,#N/A N/A,55.41,96.326,96.731
15/8/2018,7477,7391,22368.12,22204.22,11283.49,11005.23,27724.72,27323.59,12400.27,12163.01,7611.64,7497.87,1331.32,1339.9,2827.95,2818.37,25.56,25.006,16.708,16.773,1193.77,1177.32,#N/A N/A,55.06,96.671,96.696
16/8/2018,7396,7407,21980.82,22192.04,11005.23,10985.59,26871.11,27100.06,12202.13,12237.17,7497.87,7556.38,1336.68,1335.79,2831.44,2840.69,25.237,24.545,16.554,15.772,1177.32,1177.79,#N/A N/A,55.31,96.724,96.645
17/8/2018,7394,7406,22313.19,22270.38,10985.59,10854.31,27388.57,27213.41,12242.06,12210.55,7556.38,7558.59,1341.73,1346.73,2838.32,2850.13,24.313,25.25,15.591,15.758,1177.79,1184.25,#N/A N/A,55.56,96.606,96.101
20/8/2018,7411,7406,22267.07,22199,10854.31,11033.05,27273.78,27598.02,12263.01,12331.3,7558.59,7591.26,1349.96,1354.88,2853.93,2857.05,24.784,23.175,15.295,16.417,1183.69,1189.14,#N/A N/A,55.49,96.131,95.9
21/8/2018,7401,7417,22110.54,22219.73,11033.05,11247.87,27670.54,27752.79,12320.56,12384.49,7591.26,7565.7,1357.95,1359.16,2861.51,2862.96,23.355,23.016,16.315,16.128,1189.13,1192.3,#N/A N/A,55.36,95.737,95.256
22/8/2018,7398,7453,22270.04,22362.55,11247.87,11219.76,27836.68,27927.58,12355.53,12385.7,7565.7,7574.24,1357.95,1359.16,2860.99,2861.82,22.53,22.354,16.475,16.341,1192.3,1195.5,#N/A N/A,56.27,95.212,95.146
23/8/2018,7455,7444,22420.67,22410.82,11219.76,11240.33,28005.33,27790.46,12367.48,12365.58,7574.24,7563.22,1365.9,1365.22,2860.29,2856.98,22.174,20.58,16.521,15.225,1195.5,1188.02,#N/A N/A,56.36,95.156,95.666
24/8/2018,7448,7516,22484.01,22601.77,11240.33,11282.06,27565.98,27671.87,12396.69,12394.52,7563.22,7577.49,1364.08,1363.85,2862.35,2874.69,20.4,18.75,15.406,14.726,1188.02,1205.35,#N/A N/A,56.69,95.641,95.146
27/8/2018,7521,7589,22693.69,22799.64,11282.06,11549.68,28016.66,28271.27,12462.75,12538.31,7563.22,7577.49,1369.48,1379.35,2884.69,2896.74,19.204,20.057,14.351,14.587,1207.38,1209.97,#N/A N/A,56.83,95.171,94.779
28/8/2018,7591,7600,22967.74,22813.47,11549.68,11502.63,28530.89,28351.62,12578.65,12527.42,7577.49,7617.22,1383.38,1385.17,2901.45,2897.52,19.399,21.095,14.724,14.808,1209.97,1207.84,#N/A N/A,56.7,94.77,94.72
29/8/2018,7605,7692,22820.86,22848.22,11502.63,11456.68,28362.84,28416.44,12553.86,12561.68,7617.22,7563.21,1386.99,1381.39,2900.62,2914.04,21.317,20.448,14.989,13.485,1207.84,1205.91,#N/A N/A,56.78,94.724,94.6
30/8/2018,7695,7672,23020.18,22869.5,11456.68,11329.92,28533.93,28164.05,12516.55,12494.24,7563.21,7516.03,1382.26,1380.44,2908.94,2901.13,20.105,20.17,13.95,14.716,1205.91,1199.32,#N/A N/A,56.63,94.528,94.723
31/8/2018,7666,7685,22733.25,22865.15,11329.92,11304.44,27798.21,27888.55,12418.26,12364.06,7516.03,7432.42,1380.43,1381.43,2898.37,2901.52,19.947,23.139,14.354,15.689,1199.32,1200.12,#N/A N/A,56.18,94.718,95.14
3/9/2018,7666,7685,22819.17,22707.38,11304.44,11264.98,27809.45,27712.54,12338.36,12346.41,7432.42,7504.6,1391.07,1368.94,2898.37,2901.52,23.139,23.139,15.689,15.689,1200.66,1201.32,#N/A N/A,56.18,95.187,95.14
4/9/2018,7695,7664,22740.05,22696.9,11264.98,11435.41,27619.18,27973.34,12389.46,12210.21,7504.6,7457.86,1369.22,1360.27,2896.96,2896.72,22.734,24.115,16.648,16.124,1201.32,1193.36,#N/A N/A,56.4,95.146,95.439
5/9/2018,7664,7557,22663.8,22580.83,11435.41,11150.65,27789.02,27243.85,12161.65,12040.46,7457.86,7383.28,1359.02,1354.31,2891.59,2888.6,24.157,24.681,16.327,17.134,1193.36,1195.54,#N/A N/A,55.93,95.408,95.184
6/9/2018,7558,7484,22458.97,22487.94,11150.65,11008.23,27069.21,26974.82,11995.81,11955.25,7383.28,7318.96,1359.54,1360.96,2888.64,2878.05,24.745,23.6,17.438,17.786,1195.54,1198.98,#N/A N/A,55.51,95.099,95.021
7/9/2018,7481,7464,22351.84,22307.06,11008.23,11089.41,26895.87,26973.47,11960.1,11959.63,7318.96,7277.7,1364.46,1370.02,2868.26,2871.68,23.192,23.211,17.464,16.078,1198.98,1196.93,#N/A N/A,55.58,95.017,95.365
10/9/2018,7461,7487,22253.65,22373.09,11089.41,10992.96,26922.27,26613.42,11950.55,11986.34,7277.7,7279.3,1368.38,1350.98,2881.39,2877.13,23.804,21.65,15.895,14.776,1195.37,1196.37,#N/A N/A,55.6,95.427,95.15
11/9/2018,7487,7539,22469.78,22664.69,10992.96,10941.09,26611.93,26422.55,12013.01,11970.27,7279.3,7273.54,1355.75,1333.93,2871.57,2887.89,21.65,22.755,14.857,14.203,1196.37,1195.59,#N/A N/A,56.23,95.15,95.249
12/9/2018,7543,7513,22702.71,22604.61,10941.09,10843.34,26462.82,26345.04,11989.27,12032.3,7273.54,7313.36,1341.6,1342.27,2888.29,2888.92,22.16,21.044,14.223,13.935,1195.59,1204.08,#N/A N/A,56.88,95.117,94.799
13/9/2018,7510,7593,22657.95,22821.32,10843.34,10989.36,26798.39,27014.49,12036.79,12055.55,7313.36,7281.57,1341.6,1342.27,2896.85,2904.18,20.86,20.94,14.037,13.525,1204.09,1203.6,#N/A N/A,56.27,94.833,94.518
14/9/2018,7594,7574,23035.78,23094.67,10989.36,11056.57,27229.79,27286.41,12109.37,12124.33,7281.57,7304.04,1350.9,1360.99,2906.38,2904.98,21.353,21.404,13.341,13.133,1203.6,1195.16,#N/A N/A,56.7,94.546,94.927
17/9/2018,7568,7466,23035.78,23094.67,11056.57,10958.36,27029.91,26932.85,12056.38,12096.41,7304.04,7302.1,1355.66,1345.34,2903.83,2888.8,21.663,20.672,13.56,13.807,1194.53,1202.58,#N/A N/A,57.01,94.932,94.496
18/9/2018,7465,7526,23042.19,23420.54,10958.36,11184.11,26846.33,27084.66,12097.19,12157.67,7302.1,7300.23,1345.29,1333.13,2890.74,2904.31,20.557,25.214,14.154,14.441,1202.58,1198.41,#N/A N/A,57.04,94.605,94.64
19/9/2018,7532,7529,23754.96,23672.52,11184.11,11339.41,27170.02,27407.37,12168.2,12219.02,7300.23,7331.12,1339.45,1328.63,2906.6,2907.95,25.028,26.771,14.208,14.533,1198.41,1204.26,#N/A N/A,57.12,94.537,94.537
20/9/2018,7533,7611,23752.79,23674.93,11339.41,11336.18,27605.72,27477.67,12210.95,12326.48,7331.12,7367.32,1339.45,1328.63,2919.73,2930.75,26.957,25.502,14.347,13.106,1204.26,1205.88,#N/A N/A,56.92,94.559,93.912
21/9/2018,7612,7554,23848.63,23869.93,11336.18,11755.58,27712.35,27953.58,12402.72,12430.88,7367.32,7490.23,1331.84,1313.64,2936.76,2929.67,25.271,25.863,13.087,13.515,1205.88,1200.04,#N/A N/A,56.9,93.901,94.22
24/9/2018,7544,7590,23848.63,23869.93,11336.18,11755.58,27783.85,27499.39,12383.42,12350.82,7490.23,7458.41,1317.03,1291.92,2921.83,2919.37,27.334,26.775,12.757,13.507,1199.03,1201.11,#N/A N/A,57.36,94.23,94.185
25/9/2018,7595,7600,23881.85,23940.26,11755.58,11608.44,27783.85,27499.39,12341.85,12374.66,7458.41,7507.56,1292.16,1303.12,2921.75,2915.56,26.402,25.324,13.356,12.756,1201.11,1201.09,#N/A N/A,57.83,94.248,94.133
26/9/2018,7604,7595,23846.6,24033.79,11608.44,11763.24,27606.81,27816.87,12395.2,12385.89,7507.56,7511.49,1312.75,1302.19,2916.98,2905.97,25.729,22.918,12.756,13.156,1201.09,1196.09,#N/A N/A,57.54,94.164,94.193
27/9/2018,7596,7663,23946.43,23796.74,11763.24,11734.93,27912.51,27715.67,12329.4,12435.59,7511.49,7545.44,1305,1290.93,2911.65,2914,23.29,22.078,12.951,12.948,1196.09,1184.26,#N/A N/A,57.89,94.262,94.894
28/9/2018,7669,7661,24080.01,24120.04,11734.93,11873.28,27879.06,27788.52,12381.36,12246.73,7545.44,7510.2,1294.67,1282.6,2910.03,2913.98,21.334,23.831,12.776,14.265,1184.26,1192.52,#N/A N/A,58.34,95.018,95.132
1/10/2018,7679,7683,24173.37,24245.76,11734.93,11873.28,27879.06,27788.52,12265.89,12339.03,7510.2,7495.67,1284.84,1292.85,2926.29,2924.59,23.984,26.066,13.874,14.885,1190.68,1188.96,#N/A N/A,59.31,95.108,95.298
2/10/2018,7682,7661,24376.17,24270.62,11734.93,11873.28,27716.16,27126.38,12229.07,12287.58,7495.67,7474.55,1284.84,1292.85,2923.8,2923.43,25.66,24.824,14.97,15.333,1188.96,1203.99,#N/A N/A,59.34,95.293,95.507
3/10/2018,7665,7673,24219.19,24110.96,11734.93,11873.28,26840.2,27091.26,12229.07,12287.58,7474.55,7510.28,1290.76,1272.53,2931.69,2925.51,24.638,30.526,15.182,15.025,1203.99,1198.72,#N/A N/A,60.58,95.457,95.762
4/10/2018,7658,7523,24242.06,23975.62,11734.93,11873.28,27029.4,26623.87,12275.07,12244.14,7510.28,7418.34,1261.68,1241.62,2919.35,2901.61,31.41,31.493,15.514,15.945,1198.72,1198.35,#N/A N/A,59.36,96.063,95.751
5/10/2018,7529,7445,23781.76,23783.72,11734.93,11873.28,26503.75,26572.57,12236.29,12111.9,7418.34,7318.54,1231.56,1205.02,2902.54,2885.57,31.651,34.368,15.639,16.897,1198.35,1203.63,#N/A N/A,59.69,95.761,95.624
8/10/2018,7455,7402,23781.76,23783.72,11873.28,11302.58,26717.6,26202.57,12044.96,11947.16,7318.54,7233.33,1203.56,1205.22,2877.53,2884.43,34.368,34.368,16.897,16.897,1203.41,1186.47,#N/A N/A,59.67,95.62,95.761
9/10/2018,7402,7410,23550.47,23469.39,11302.58,11320.23,26194.17,26172.91,11963.63,11977.22,7233.33,7237.59,1210.6,1199.92,2882.51,2880.34,35.63,31.707,18.779,16.032,1186.47,1188.19,#N/A N/A,60.2,95.761,95.668
10/10/2018,7405,7043,23538.92,23506.04,11320.23,11298.99,26281.28,26193.07,11976.7,11712.5,7237.59,7145.74,1203.74,1219.67,2873.9,2785.68,31.864,31.671,15.901,18.28,1188.19,1190.14,#N/A N/A,58.69,95.588,95.508
11/10/2018,7021,7042,23043.37,22590.86,11298.99,10853.7,25392.9,25266.37,11558.98,11539.35,7145.74,7006.93,1200.9,1192.14,2776.87,2728.37,32.099,29.73,18.469,17.167,1190.14,1219.8,#N/A N/A,57.4,95.421,95.017
12/10/2018,7054,7183,22323.43,22694.66,10853.7,11121.25,25401.41,25801.49,11691.47,11523.81,7006.93,6995.91,1196.4,1218.3,2770.54,2767.13,29.918,30.432,16.963,17.146,1219.8,1217.05,#N/A N/A,56.97,95.033,95.221
15/10/2018,7187,7089,22501.33,22271.3,11121.25,10989.82,25683.59,25445.06,11523.81,11614.16,6995.91,7029.22,1224.87,1223.38,2763.83,2750.79,29.866,29.653,16.933,17.881,1217.21,1227.05,#N/A N/A,56.06,95.349,95.059
16/10/2018,7082,7367,22298.2,22549.24,10989.82,11013.23,25586.16,25462.26,11637.62,11776.55,7029.22,7059.4,1228.95,1235.01,2767.05,2809.92,29.446,29.366,17.621,16.861,1227.05,1228.43,#N/A N/A,56.13,95.045,95.048
17/10/2018,7353,7327,22806.59,22841.12,11013.23,11081.47,25586.16,25462.26,11811.47,11715.03,7059.4,7054.6,1247.73,1216.55,2811.67,2809.21,29.555,31.445,16.846,16.526,1228.43,1224.61,#N/A N/A,55.64,95.091,95.575
18/10/2018,7320,7151,22871.28,22658.16,11081.47,10819.68,25674.66,25454.55,11695.19,11589.21,7054.6,7026.99,1247.73,1216.55,2802,2768.78,31.03,29.823,16.351,18.298,1224.61,1227.86,#N/A N/A,55.48,95.666,95.9
19/10/2018,7167,7120,22342,22532.08,10819.68,11185.56,25172.03,25561.4,11578.85,11553.83,7026.99,7049.8,1202.71,1193.16,2775.66,2767.78,29.653,28.408,18.327,18.269,1227.86,1226.49,#N/A N/A,55.88,95.944,95.713
22/10/2018,7106,7170,22374.21,22614.82,11185.56,11595.03,25668.33,26153.15,11665.68,11524.34,7049.8,7042.8,1202.99,1185.03,2773.94,2755.88,28.238,28.547,18.02,18.836,1226.63,1222.29,#N/A N/A,57.16,95.657,96.013
23/10/2018,7172,7155,22404.14,22010.78,11595.03,11239.46,26015.49,25346.55,11367.57,11274.28,7042.8,6955.21,1175.17,1171.12,2721.03,2740.69,27.978,28.435,19.141,19.845,1222.29,1231.11,#N/A N/A,56.63,96.029,95.961
24/10/2018,7150,6851,22167.76,22091.18,11239.46,11298.93,25401.17,25249.78,11298.65,11191.63,6955.21,6962.98,1186.2,1181.33,2737.87,2656.1,28.624,26.895,19.568,22.512,1231.11,1227.84,#N/A N/A,56.62,95.914,96.434
