,NQ1 Index,,NKY Index,,XIN9I Index,,HSI Index,,DAX Index,,UKX Index,,MXIN Index,,SPX Index,,USYC2Y10 Index,,USYC1030 Index,,XAU Curncy,,CLZ3 Comdty,,DXY Curncy,
Dates,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST,PX_OPEN,PX_LAST
19/1/2021,12767,12979,28405.49,28633.46,18592.05,18366.27,29100.17,29642.28,13935.93,13815.06,6720.65,6712.95,1641.8,1659.52,3781.88,3798.91,96.173,95.559,74.954,74.351,1837.68,1842.82,#N/A N/A,47.16,90.694,90.498
20/1/2021,13025,13288,28798.74,28523.26,18366.27,18412.65,29794.41,29962.47,13848.77,13921.37,6712.95,6740.39,1662.29,1676.64,3816.22,3851.85,96.549,95.116,74.285,74.775,1842.82,1863.23,#N/A N/A,47.01,90.402,90.475
21/1/2021,13292,13389,28710.41,28756.86,18412.65,18667.25,29951.78,29927.76,13997.78,13906.67,6740.39,6715.42,1687.14,1671.69,3857.46,3853.07,95.456,97.877,74.786,75.928,1863.23,1864.85,#N/A N/A,46.92,90.452,90.131
22/1/2021,13386,13355,28580.2,28631.45,18667.25,18638.51,29809.23,29447.85,13858.05,13873.97,6715.42,6695.07,1671.84,1649.73,3844.24,3841.47,98.59,96.052,75.871,75.696,1864.85,1855.61,#N/A N/A,46.45,90.074,90.238
25/1/2021,13371,13469,28698.89,28822.29,18638.51,19015.03,29677.3,30159.01,13943.96,13643.95,6695.07,6638.85,1661.21,1631.3,3851.68,3855.36,97.106,91.063,75.904,75.838,1854.73,1858.33,#N/A N/A,46.81,90.242,90.391
26/1/2021,13459,13479,28696.3,28546.18,19015.03,18647.05,29892.85,29391.26,13687.39,13870.99,6638.85,6654.01,1661.21,1631.3,3862.96,3849.62,91.471,91.162,75.895,75.426,1858.33,1852.72,#N/A N/A,46.66,90.394,90.17
27/1/2021,13561,13099,28665.34,28635.21,18647.05,18634.31,29556.58,29297.53,13827.47,13620.46,6654.01,6567.37,1630.85,1603.3,3836.83,3750.77,91.501,89.5,75.782,75.553,1852.72,1845.61,#N/A N/A,47.02,90.155,90.647
28/1/2021,13037,13179,28169.27,28197.42,18634.31,18256.06,28914.85,28550.77,13500.64,13665.93,6567.37,6526.15,1586.03,1590.19,3755.75,3787.38,89.838,92.554,75.461,75.624,1845.61,1839.51,#N/A N/A,46.71,90.738,90.455
29/1/2021,13139,12904,28320.72,27663.39,18256.06,18230.39,28826.18,28283.71,13474.2,13432.87,6526.15,6407.46,1603.68,1560.24,3778.05,3714.24,92.58,95.222,75.933,76.023,1839.48,1847.65,#N/A N/A,46.58,90.629,90.584
1/2/2021,12838,13228,27649.07,28091.05,18230.39,18442.85,28457.85,28892.86,13559.94,13622.02,6407.46,6466.42,1572.93,1622.33,3731.17,3773.86,95.784,96.396,76.485,77.193,1865.42,1864.89,#N/A N/A,47.23,90.592,90.98
2/2/2021,13247,13441,28207.48,28362.17,18442.85,18685.56,29378.12,29248.7,13724.12,13835.16,6466.42,6516.65,1643.58,1657.77,3791.84,3826.31,97.129,98.109,77.376,76.97,1864.9,1835.24,#N/A N/A,47.63,90.977,91.197
3/2/2021,13501,13386,28482.71,28646.5,18685.56,18753.2,29305.41,29307.46,13986.72,13933.63,6516.65,6507.82,1668.77,1673.17,3840.27,3830.17,99.306,101.833,77.154,78.438,1835.24,1835.99,#N/A N/A,47.71,91.047,91.171
4/2/2021,13430,13539,28557.46,28341.95,18753.2,18918.31,29093.54,29113.5,13971.94,14060.29,6507.82,6503.72,1675.73,1685.23,3836.66,3871.74,101.833,102.406,78.438,79.562,1835.99,1789.49,#N/A N/A,47.9,91.087,91.529
5/2/2021,13551,13590,28631.46,28779.19,18918.31,19174.08,29305.09,29288.68,14061.69,14056.72,6503.72,6489.33,1695.34,1680.07,3878.3,3886.83,102.26,105.631,79.472,80.412,1789.47,1814.11,#N/A N/A,48.08,91.483,91.042
8/2/2021,13625,13674,28831.58,29388.5,19174.08,19363.18,29629.08,29319.47,14156.84,14059.91,6489.33,6523.53,1693.97,1703.65,3892.59,3915.59,106.493,105.737,80.673,78.067,1815.93,1832.83,#N/A N/A,48.77,91.033,90.934
9/2/2021,13680,13672,29435.61,29505.93,19363.18,19653.5,29442.5,29476.19,14055.6,14011.8,6523.53,6531.56,1709.05,1701.99,3910.49,3911.23,105.047,103.773,78.102,78.759,1832.83,1837.96,#N/A N/A,49,90.913,90.439
10/2/2021,13691,13635,29412.55,29562.93,19653.5,20134.9,29796.19,30038.72,14063.12,13932.97,6531.56,6524.36,1704.19,1708.04,3920.78,3909.88,104.66,101.335,78.678,78.321,1837.95,1842.32,#N/A N/A,49.22,90.494,90.371
11/2/2021,13665,13721,29412.55,29562.93,19653.5,20134.9,29995.28,30173.57,13958.39,14040.91,6524.36,6528.72,1703.68,1718.36,3916.4,3916.38,103.35,105.21,76.76,78.187,1842.32,1826.61,#N/A N/A,49.12,90.459,90.417
12/2/2021,13707,13796,29635.88,29520.07,19653.5,20134.9,29995.28,30173.57,13976.13,14049.89,6528.72,6589.79,1720.6,1717.48,3911.65,3934.83,105.044,109.52,78.395,79.542,1826.61,1824.23,#N/A N/A,49.5,90.411,90.48
15/2/2021,13707,13796,29662.41,30084.15,19653.5,20134.9,29995.28,30173.57,14109.07,14109.48,6589.79,6756.11,1728.28,1731.53,3911.65,3934.83,109.52,109.52,79.542,79.542,1825.58,1818.96,#N/A N/A,49.5,90.418,90.48
16/2/2021,13815,13759,30229.46,30467.75,19653.5,20134.9,30675.82,30746.66,14105.13,14064.6,6756.11,6748.86,1737.59,1730.51,3939.61,3932.59,113.338,119.11,78.489,77.435,1818.96,1796.72,#N/A N/A,49.94,90.293,90.509
17/2/2021,13734,13691,30366.82,30292.19,19653.5,20134.9,30636.37,31084.94,14028.1,13909.27,6748.86,6710.9,1727.56,1723.98,3918.5,3931.33,120.493,116.335,77.509,76.346,1796.72,1775.91,#N/A N/A,50.15,90.723,90.951
18/2/2021,13699,13624,30311.98,30236.09,20134.9,19962.5,31183.36,30595.27,13926.84,13886.93,6710.9,6617.15,1725.73,1717.89,3915.86,3913.97,116.335,118.668,76.514,78.441,1775.91,1776.13,#N/A N/A,50.2,90.858,90.592
19/2/2021,13630,13567,29970.59,30017.92,19962.5,19998.12,30483.46,30644.73,13941.4,13993.23,6617.15,6624.02,1714.12,1701.5,3921.16,3906.71,118.162,122.547,78.296,79.204,1776.13,1784.25,#N/A N/A,50.25,90.578,90.364
22/2/2021,13589,13215,30281.78,30156.03,19998.12,19154.47,31071.61,30319.83,13858.56,13950.04,6624.02,6612.24,1703.73,1664.47,3885.55,3876.5,124.924,124.869,79.005,80.635,1783.02,1809.26,#N/A N/A,51.21,90.323,90.01
23/2/2021,13224,13183,30281.78,30156.03,19154.47,19183.5,30189.97,30632.64,13984.98,13864.81,6612.24,6625.94,1674.1,1674.01,3857.07,3881.37,124.504,122.667,80.395,83.509,1809.26,1806.98,#N/A N/A,51.34,90.026,90.169
24/2/2021,13158,13293,30020.11,29671.7,19183.5,18610.28,30702.65,29718.24,13855.85,13976,6625.94,6658.97,1678.02,1694.49,3873.71,3925.43,122.497,124.867,83.923,85.343,1806.98,1798.43,#N/A N/A,52.49,90.08,90.176
25/2/2021,13298,12823,30077.27,30168.27,18610.28,18816.84,30174.22,30074.17,14045.02,13879.33,6658.97,6651.96,1705.92,1708.89,3915.8,3829.34,125.037,134.198,85.173,74.661,1798.43,1773.36,#N/A N/A,52.45,90.072,90.134
26/2/2021,12761,12902,29753.73,28966.01,18816.84,18316.96,29412.13,28980.21,13685.8,13786.29,6651.96,6483.43,1697,1652.12,3839.66,3811.15,134.717,127.209,76.61,74.12,1773.37,1734.04,#N/A N/A,51.21,90.364,90.879
1/3/2021,12953,13271,29419.45,29663.5,18316.96,18460.21,29457.89,29452.57,13962.43,14012.82,6483.43,6588.53,1664.87,1676.51,3842.51,3901.82,126.625,129.394,74.628,77.018,1733.44,1727.04,#N/A N/A,50.89,90.903,91.039
2/3/2021,13309,13047,29939.75,29408.17,18460.21,18139.21,29708.39,29095.86,13962.07,14039.8,6588.53,6613.75,1688.33,1698.3,3903.64,3870.29,129.541,126.639,76.876,79.655,1727.04,1736.79,#N/A N/A,51.03,91.03,90.785
3/3/2021,13057,12674,29482.12,29559.1,18139.21,18621.79,29249.43,29880.42,14130.86,14080.03,6613.75,6675.47,1714.87,1735.28,3863.99,3819.72,127.519,133.609,80.166,78.995,1736.8,1717.33,#N/A N/A,51.84,90.792,90.947
4/3/2021,12679,12446,29198.42,28930.11,18621.79,18046.53,29525.48,29236.79,14015.44,14056.34,6675.47,6650.88,1714.14,1721.71,3818.53,3768.47,133.978,141.737,78.024,75.293,1717.32,1700.43,#N/A N/A,52.44,91.007,91.631
5/3/2021,12416,12655,28725.48,28864.32,18046.53,17941.07,28667.14,29098.29,13958.54,13920.69,6650.88,6630.52,1711.7,1704.89,3793.58,3841.94,141.563,142.332,74.619,72.782,1700.43,1700.64,#N/A N/A,53.71,91.648,91.977
8/3/2021,12705,12286,29208.19,28743.25,17941.07,17252.83,29362.59,28540.83,14024.57,14380.91,6630.52,6719.13,1711.84,1706.92,3844.39,3821.35,144.728,142.58,71.838,72.003,1703.6,1680.9,#N/A N/A,53.28,91.943,92.313
9/3/2021,12336,12778,28748.87,29027.94,17252.83,16942.46,28665.26,28773.23,14345.51,14437.94,6719.13,6730.34,1715.66,1715.38,3851.93,3875.44,142.406,136.365,72.142,70.37,1680.9,1716.7,#N/A N/A,53.06,92.463,91.958
10/3/2021,12800,12739,29118.28,29036.56,16942.46,17124.99,29255.37,28907.52,14439.45,14540.25,6730.34,6725.6,1727.14,1728.07,3891.99,3898.81,136.415,136.099,70.816,71.857,1716.72,1719.44,#N/A N/A,52.9,92.049,91.823
11/3/2021,12785,13039,29033.92,29211.64,17124.99,17615.07,28909.98,29385.61,14553.54,14569.39,6725.6,6736.96,1727.14,1728.07,3915.54,3939.34,136.446,139.209,71.964,75.401,1719.44,1723.82,#N/A N/A,53.49,91.855,91.42
12/3/2021,13048,12924,29287.74,29717.83,17615.07,17687.35,29550.37,28739.72,14492.45,14502.39,6736.96,6761.47,1740.69,1710.38,3924.52,3943.34,139.582,147.373,75.094,74.942,1723.81,1727.11,#N/A N/A,53.4,91.438,91.679
15/3/2021,12934,13069,29804.5,29766.97,17687.35,17321.11,28923.95,28833.76,14504.49,14461.42,6761.47,6749.7,1713.42,1700.55,3942.96,3968.94,148.227,145.052,75.795,75.002,1727.16,1729.4,#N/A N/A,53.36,91.68,91.833
16/3/2021,13073,13141,29770.39,29921.09,17321.11,17573.93,29036.82,29027.69,14519.72,14557.58,6749.7,6803.61,1708.54,1702.77,3973.59,3962.71,144.352,146.489,75.138,75.704,1729.4,1729.18,#N/A N/A,53.24,91.827,91.865
17/3/2021,13159,13188,29836.83,29914.33,17573.93,17546.58,28992.24,29034.12,14565.29,14596.61,6803.61,6762.67,1705.33,1679.82,3949.57,3974.12,146.865,150.764,75.39,77.005,1729.16,1730.06,#N/A N/A,53.57,91.861,91.442
18/3/2021,13186,12779,30148.48,30216.75,17546.58,17691.99,29317.61,29405.72,14673.72,14775.52,6762.67,6779.68,1693.91,1657.62,3953.5,3915.46,151.973,154.724,77.221,73.84,1730.06,1734.75,#N/A N/A,52.06,91.386,91.862
19/3/2021,12793,12844,29904.57,29792.05,17691.99,17147.86,29158.48,28990.94,14697.26,14621,6779.68,6708.71,1647.01,1680.89,3913.14,3913.1,154.901,156.781,73.663,70.787,1734.75,1745.23,#N/A N/A,52.38,91.832,91.919
22/3/2021,12806,13070,29444.1,29174.15,17147.86,17253.96,28801.09,28885.34,14551.17,14657.21,6708.71,6726.1,1681.59,1687.24,3916.48,3940.59,155.385,154.333,70.812,70.123,1745.43,1740.66,#N/A N/A,52.54,92.067,91.742
23/3/2021,13070,13005,29381.49,28995.92,17253.96,17152.01,29008.02,28497.38,14582.07,14662.02,6726.1,6699.19,1691.51,1695.96,3937.6,3910.52,152.917,147.335,69.805,70.232,1740.66,1727.96,#N/A N/A,51.26,91.811,92.336
24/3/2021,13048,12792,28765.55,28405.52,17152.01,16888.6,28437.49,27918.14,14543.58,14610.39,6699.19,6712.89,1684.84,1667.07,3919.93,3889.14,146.456,145.798,70.204,69.675,1727.96,1735.16,#N/A N/A,52.24,92.386,92.528
25/3/2021,12801,12769,28457.33,28729.88,16888.6,16852.58,27628.08,27899.61,14550.4,14621.36,6712.89,6674.83,1669.02,1637.85,3879.34,3909.52,145.994,149.057,69.62,71.915,1735.16,1727.7,#N/A N/A,50.7,92.597,92.848
26/3/2021,12793,12965,29068.52,29176.7,16852.58,17222.64,28043.65,28336.43,14714.59,14748.94,6674.83,6740.59,1655.55,1658.69,3917.12,3974.54,148.568,153.338,71.724,69.856,1727.69,1732.52,#N/A N/A,51.98,92.807,92.766
29/3/2021,12971,12942,29478.12,29384.52,17222.64,17283.34,28317.32,28338.3,14809.8,14817.72,6740.59,6736.17,1655.55,1658.69,3969.31,3971.09,152.807,156.351,70.565,69.333,1732.79,1713.32,#N/A N/A,51.9,92.74,92.944
30/3/2021,12974,12876,29365.04,29432.7,17283.34,17482.74,28552.77,28577.5,14897.66,15008.61,6736.17,6772.12,1672.28,1690.76,3963.34,3958.55,156.706,155.246,69.69,65.874,1713.32,1685.56,#N/A N/A,51.4,92.911,93.297
31/3/2021,12886,13087,29278.33,29178.8,17482.74,17266.84,28802.53,28378.35,14982.12,15008.34,6772.12,6713.63,1688.75,1680.25,3967.25,3972.89,156.508,157.624,65.733,66.657,1685.56,1712.02,#N/A N/A,50.84,93.238,93.232
1/4/2021,13093,13313,29441.91,29388.87,17266.84,17491.82,28594.55,28938.74,15053.77,15107.17,6713.63,6737.3,1692.49,1701.77,3992.78,4019.87,157.659,150.55,66.875,65.799,1712.02,1726.04,#N/A N/A,53.27,93.208,92.929
2/4/2021,13329,13313,29704.66,29854,17491.82,17722.02,28594.55,28938.74,15053.77,15107.17,6713.63,6737.3,1692.49,1701.77,3992.78,4019.87,151.584,153.167,66.266,63.044,1726.04,1728.87,#N/A N/A,53.27,92.901,93.022
5/4/2021,13330,13582,30084.61,30089.25,17491.82,17722.02,28594.55,28938.74,15053.77,15107.17,6713.63,6737.3,1700.46,1680.66,4034.44,4077.91,151.597,153.184,63.256,64.245,1727.78,1728.22,#N/A N/A,52.56,93.034,92.595
6/4/2021,13600,13567,30208.89,29696.63,17722.02,17595.6,28594.55,28938.74,15289.97,15212.68,6737.3,6823.55,1691.25,1689.48,4075.57,4073.94,153.006,149.743,64.034,66.341,1728.22,1743.28,#N/A N/A,53.3,92.567,92.335
7/4/2021,13576,13601,29743.48,29730.79,17595.6,17310.08,29101.4,28674.8,15221.23,15176.36,6823.55,6885.32,1694.09,1707.05,4074.29,4079.95,150.254,151.922,65.965,68.628,1743.29,1740.56,#N/A N/A,53.53,92.307,92.455
8/4/2021,13626,13744,29675.88,29708.98,17310.08,17385.51,28604.12,29008.07,15236.44,15202.68,6885.32,6942.22,1713.42,1718.29,4089.95,4097.17,151.41,146.84,69.082,68.412,1740.55,1757.15,#N/A N/A,52.68,92.414,92.059
9/4/2021,13782,13826,29865.53,29768.06,17385.51,17067.71,29152.44,28698.8,15198.14,15234.16,6942.22,6915.75,1720.97,1715.09,4096.11,4128.8,146.642,150.166,68.333,66.729,1757.15,1743.88,#N/A N/A,52.85,92.072,92.163
12/4/2021,13811,13804,29874.43,29538.73,17067.71,16861.85,28791.97,28453.28,15238.85,15215,6915.75,6889.12,1694.78,1653.6,4124.71,4127.99,150.812,149.491,66.419,66.396,1743.99,1733.05,#N/A N/A,53.44,92.21,92.138
13/4/2021,13818,13971,29605.69,29751.61,16861.85,16837.32,28557.84,28497.25,15244.62,15234.36,6889.12,6890.49,1659.73,1672.46,4130.1,4141.59,150.401,145.359,66.407,67.581,1733.02,1742.69,#N/A N/A,53.81,92.073,91.852
14/4/2021,13969,13794,29718.06,29620.99,16837.32,16923.66,28796.55,28900.83,15253.59,15209.15,6890.49,6939.58,1659.73,1672.46,4141.58,4124.66,145.359,146.936,67.835,67.751,1742.7,1736.58,#N/A N/A,54.77,91.828,91.69
15/4/2021,13823,14009,29573.9,29642.69,16923.66,16732.61,28872.82,28793.14,15238.63,15255.33,6939.58,6983.5,1673.11,1678.56,4139.76,4170.42,147.645,141.293,67.816,68.991,1736.58,1767.54,#N/A N/A,54.32,91.628,91.671
16/4/2021,13996,14024,29789.08,29683.37,16732.61,16829.33,28827.17,28969.71,15277.85,15459.75,6983.5,7019.53,1680.96,1685.86,4174.14,4185.47,140.437,141.666,70.224,68.152,1767.54,1776.51,#N/A N/A,53.99,91.659,91.556
19/4/2021,13984,13892,29688.32,29685.37,16829.33,17192.02,28960.13,29106.15,15496.87,15368.39,7019.53,7000.08,1665.4,1656.19,4179.8,4163.26,141.514,144.346,68.529,68.812,1777.1,1771.51,#N/A N/A,53.98,91.576,91.069
20/4/2021,13899,13789,29355.87,29100.38,17192.02,17199.03,28962.8,29135.73,15361.15,15129.51,7000.08,6859.87,1675.92,1652.06,4159.18,4134.94,143.639,140.774,68.774,68.877,1771.51,1778.02,#N/A N/A,53.43,91.051,91.241
21/4/2021,13737,13914,28660.36,28508.55,17199.03,17277.48,28702.27,28621.92,15179.91,15195.97,6859.87,6895.29,1675.92,1652.06,4128.42,4173.42,141.302,140.631,69.438,69.32,1778.02,1790.9,#N/A N/A,53,91.206,91.155
22/4/2021,13887,13745,28880.78,29188.17,17277.48,17179.45,28716.98,28755.34,15252.04,15320.52,6895.29,6938.24,1645.59,1658.36,4170.46,4134.98,140.455,138.678,69.192,67.64,1790.9,1781.83,#N/A N/A,53.54,91.11,91.333
23/4/2021,13753,13921,28939.12,29020.63,17179.45,17427.85,28798.45,29078.75,15267.76,15279.62,6938.24,6938.56,1651.51,1652.5,4138.78,4180.17,139.557,139.825,67.917,67.263,1781.83,1777.2,#N/A N/A,54.04,91.292,90.859
26/4/2021,13917,14005,29095.49,29126.23,17427.85,17155.95,29106.45,28952.83,15297.93,15296.34,6938.56,6963.12,1660.64,1669.57,4185.03,4187.62,140.177,139.697,67.465,67.154,1775.55,1778.87,#N/A N/A,54.1,90.855,90.807
27/4/2021,14019,13947,29174.53,28991.89,17155.95,17257.48,28895.38,28941.54,15282.84,15249.27,6963.12,6944.97,1671.81,1686.01,4188.25,4186.72,139.643,143.988,67.256,67.082,1778.87,1778.33,#N/A N/A,54.67,90.876,90.909
28/4/2021,13954,13886,28935.51,29053.97,17257.48,17285.23,28991.94,29071.34,15320.4,15292.18,6944.97,6963.67,1693.94,1704.39,4185.14,4183.18,144.202,144.326,67.183,67.776,1778.34,1774.72,#N/A N/A,54.87,90.897,90.609
29/4/2021,13962,13947,28935.51,29053.97,17285.23,17496.24,29268.21,29303.26,15326.23,15154.2,6963.67,6961.48,1717.49,1708.64,4206.14,4211.47,145.918,146.825,66.518,65.948,1774.72,1768.7,#N/A N/A,55.38,90.539,90.614
30/4/2021,13935,13844,28996.66,28812.63,17496.24,17329.58,29143.43,28724.88,15204.39,15135.91,6961.48,6969.81,1695.07,1685.82,4198.1,4181.17,148.088,146.156,66.34,66.545,1768.7,1769.13,#N/A N/A,54.45,90.617,91.28
3/5/2021,13874,13783,28996.66,28812.63,17496.24,17329.58,28659.91,28357.54,15191.79,15236.47,6961.48,6969.81,1670.09,1688.97,4191.98,4192.66,147.747,143.324,66.814,68.252,1769.04,1792.91,#N/A N/A,54.96,91.245,90.945
4/5/2021,13778,13530,28996.66,28812.63,17496.24,17329.58,28438.15,28557.14,15259.5,14856.48,6969.81,6923.17,1695.52,1674.92,4179.04,4164.66,143.488,142.996,67.868,66.731,1792.91,1776.06,#N/A N/A,55.74,91.002,91.288
5/5/2021,13516,13484,28996.66,28812.63,17496.24,17329.58,28427.67,28417.98,14969.63,15170.78,6923.17,7039.3,1687.2,1689.94,4177.06,4167.59,142.766,141.334,66.773,67.298,1776.06,1784.29,#N/A N/A,55.85,91.276,91.308
6/5/2021,13480,13591,29024.01,29331.37,17329.58,17099.95,28647.97,28637.46,15170.77,15196.74,7039.3,7076.17,1696.11,1703.28,4169.14,4201.62,142.001,141.103,67.401,66.782,1784.29,1815.84,#N/A N/A,55.87,91.267,90.951
7/5/2021,13605,13703,29330.45,29357.82,17099.95,16931.77,28721.13,28610.65,15348.32,15399.65,7076.17,7129.71,1712.71,1712.02,4210.34,4232.6,140.968,142.826,67.187,69.708,1815.84,1831.24,#N/A N/A,56.21,90.869,90.233
10/5/2021,13709,13349,29376.89,29518.34,16931.77,16839.62,28776.99,28595.66,15417.53,15400.41,7129.71,7123.68,1722.34,1726.4,4228.29,4188.43,143.556,144.524,70.121,72.176,1831.8,1837.66,#N/A N/A,56.37,90.209,90.212
11/5/2021,13305,13338,29238.56,28608.59,16839.62,17030.23,28286.56,28013.81,15253.32,15119.75,7123.68,6947.99,1717.68,1719.7,4150.34,4152.1,144.368,146.092,72.143,72.156,1837.67,1835.28,#N/A N/A,56.78,90.236,90.141
12/5/2021,13314,12991,28712.1,28147.51,17030.23,17106.69,28073.92,28231.04,15144.04,15150.22,6947.99,7004.63,1718.75,1704.26,4130.55,4063.04,146.427,152.474,72.56,71.513,1835.27,1820.42,#N/A N/A,57.45,90.193,90.713
13/5/2021,12982,13092,27929.01,27448.01,17106.69,16914.58,27920.01,27718.67,14967.8,15199.68,7004.63,6963.33,1718.75,1704.26,4074.99,4112.5,152.474,150.043,72.011,73.64,1820.42,1826.15,#N/A N/A,55.53,90.75,90.752
14/5/2021,13090,13379,27723.7,28084.47,16914.58,17336.35,27872.69,28027.57,15301.74,15416.64,6963.33,7043.61,1711.41,1700.08,4129.58,4173.85,150.185,147.736,73.22,70.826,1826.15,1843.43,#N/A N/A,56.12,90.756,90.321
17/5/2021,13375,13295,28310.46,27824.83,17336.35,17601.43,28130.51,28194.09,15432.34,15396.62,7043.61,7032.85,1708.77,1722.32,4169.92,4163.29,148.276,149.174,71.138,71.034,1842.79,1868.1,#N/A N/A,56.41,90.323,90.164
18/5/2021,13298,13203,27931.57,28406.84,17601.43,17625.25,28438.03,28593.81,15514.72,15386.58,7032.85,7034.24,1738.16,1743.19,4165.94,4127.83,149.033,148.379,71.23,71.935,1868.1,1867.47,#N/A N/A,56.18,90.184,89.75
19/5/2021,13185,13225,28031.22,28044.45,17625.25,17537.75,28438.03,28593.81,15238.82,15113.56,7034.24,6950.2,1739.64,1738.63,4098.45,4115.68,148.549,150.983,72.008,69.298,1867.47,1882.06,#N/A N/A,54.88,89.78,90.191
20/5/2021,13207,13477,27875.5,28098.25,17537.75,17615.33,28413.49,28450.29,15207.32,15370.26,6950.2,7019.79,1740.19,1726.93,4121.97,4159.12,151.184,147.783,69.932,70.224,1882.05,1882.65,#N/A N/A,54.29,90.21,89.808
21/5/2021,13487,13396,28269.61,28317.83,17615.33,17407.75,28584.34,28458.44,15411.03,15437.51,7019.79,7018.05,1736.63,1748.23,4168.61,4155.86,147.783,146.624,70.267,69.435,1882.65,1881.25,#N/A N/A,55,89.779,90.017
24/5/2021,13365,13626,28212.32,28364.61,17407.75,17510.62,28417.99,28412.26,15411.03,15437.51,7018.05,7051.59,1751.56,1750.38,4170.16,4197.05,146.113,144.781,69.631,69.438,1882.03,1883.99,#N/A N/A,56.27,90.027,89.844
25/5/2021,13641,13647,28516.99,28553.98,17510.62,18239.01,28461.5,28910.86,15548.29,15465.09,7051.59,7029.79,1762.18,1755.82,4205.94,4188.13,145.29,141.55,69.384,68.623,1883.99,1895.39,#N/A N/A,56.26,89.85,89.639
26/5/2021,13655,13691,28396.62,28642.19,18239.01,18272.03,29056.28,29166.01,15520.44,15450.72,7029.79,7026.93,1761.81,1766.47,4191.59,4195.99,141.347,142.52,69.048,67.708,1895.39,1902.39,#N/A N/A,56.44,89.695,90.042
27/5/2021,13697,13656,28543.32,28549.01,18272.03,18307.48,28998.39,29113.2,15419.2,15406.73,7026.93,7019.67,1770.27,1768.91,4201.94,4200.88,143.252,145.969,67.964,67.111,1902.38,1891.61,#N/A N/A,56.55,90.079,89.971
28/5/2021,13686,13677,28912.54,29149.41,18307.48,18301.3,29219.46,29124.41,15443.14,15519.98,7019.67,7022.61,1777.22,1776.88,4210.77,4204.11,146.113,145.167,66.914,68.473,1891.6,1903.77,#N/A N/A,56.05,90.03,90.031
31/5/2021,13686,13677,29019.45,28860.08,18301.3,18222.82,29225.46,29151.8,15496.48,15421.13,7019.67,7022.61,1778.68,1793.79,4210.77,4204.11,144.971,144.971,68.473,68.473,1903.9,1906.75,#N/A N/A,56.05,90.026,89.829
1/6/2021,13692,13639,28998.65,28814.34,18222.82,18258.93,29159.06,29468,15513.13,15567.36,7022.61,7080.46,1799.72,1794.19,4216.52,4202.04,146.162,145.767,67.853,67.88,1906.75,1903.35,#N/A N/A,56.77,89.783,89.831
2/6/2021,13634,13664,28730.81,28946.14,18258.93,18116.56,29414.64,29297.62,15570.77,15602.71,7080.46,7108,1789.35,1803.31,4206.82,4208.12,146.252,144.087,67.842,68.254,1903.35,1906.54,#N/A N/A,57.23,89.922,89.909
3/6/2021,13669,13519,28890.39,29058.11,18116.56,18023.5,29365.32,28966.03,15591.54,15632.67,7108,7064.35,1813.23,1816.52,4191.43,4192.85,143.916,146.455,68.069,66.763,1906.54,1871.01,#N/A N/A,57.22,89.926,90.512
4/6/2021,13524,13756,28901.42,28941.52,18023.5,18150.06,28837.95,28918.1,15651.69,15692.9,7064.35,7069.04,1818.79,1818.43,4206.05,4229.89,146.651,140.276,66.906,67.518,1871.01,1891.59,#N/A N/A,57.63,90.468,90.136
7/6/2021,13765,13794,29214,29019.24,18150.06,18087.67,28985.6,28787.28,15661.58,15677.15,7069.04,7077.22,1824.2,1827.48,4229.34,4226.52,141.634,141.205,67.67,67.472,1891.44,1895.15,#N/A N/A,57.85,90.145,89.95
8/6/2021,13813,13802,29046.03,28963.56,18087.67,17902.92,28900.52,28781.38,15674.41,15640.6,7077.22,7095.09,1831.33,1830.66,4233.81,4227.26,141.205,137.635,67.43,67.697,1895.15,1892.47,#N/A N/A,58.36,89.983,90.076
9/6/2021,13799,13804,28901.56,28860.8,17902.92,17941.73,28771.14,28742.63,15642.74,15581.14,7095.09,7081.01,1834.38,1817.11,4232.99,4219.55,137.635,133.232,67.826,67.593,1892.47,1891.23,#N/A N/A,58.44,90.129,90.12
10/6/2021,13809,13951,28799.74,28958.56,17941.73,18076.92,28792.02,28738.88,15610.08,15571.22,7081.01,7088.18,1825.68,1832.08,4228.56,4239.18,133.064,128.299,67.653,69.182,1891.23,1893.78,#N/A N/A,58.48,90.146,90.075
11/6/2021,13967,13986,29030.04,28948.73,18076.92,17886.7,28864.9,28842.13,15583.29,15693.27,7088.18,7134.06,1838.25,1839.76,4242.9,4247.44,128.771,130.291,68.96,68.441,1893.78,1877.53,#N/A N/A,58.53,90.07,90.555
14/6/2021,13991,14117,29153.11,29161.8,18076.92,17886.7,28864.9,28842.13,15739.89,15673.64,7134.06,7146.68,1837.3,1840.44,4248.31,4255.15,130.764,133.3,68.563,68.485,1876.78,1864.22,#N/A N/A,58.58,90.501,90.522
15/6/2021,14110,14021,29256.03,29441.3,17886.7,17652.04,28946.44,28638.53,15744.77,15729.52,7146.68,7172.48,1845.98,1845.78,4255.28,4246.59,133.162,132.722,68.784,69.243,1864.21,1852.36,#N/A N/A,58.95,90.482,90.536
